Date,AUDTHB,AUDJPY,AUDUSD
23-Mar-06,27.96,84.24,0.7145
24-Mar-06,27.68,83.34,0.7097
27-Mar-06,27.425,82.34,0.7054
28-Mar-06,27.415,83.13,0.7046
29-Mar-06,27.555,83.37,0.7077
30-Mar-06,27.76,83.87,0.7147
31-Mar-06,27.845,84.28,0.7163
3-Apr-06,27.78,84.24,0.7157
4-Apr-06,27.745,84.65,0.7204
5-Apr-06,27.865,85.44,0.7281
6-Apr-06,27.955,86.08,0.7309
7-Apr-06,27.74,85.86,0.7258
10-Apr-06,27.755,86.4,0.7306
11-Apr-06,27.935,86.8,0.7338
12-Apr-06,27.865,86.73,0.7319
13-Apr-06,27.735,86.28,0.7279
14-Apr-06,27.735,86.4,0.7278
17-Apr-06,28.005,86.83,0.737
18-Apr-06,28.085,86.95,0.7426
19-Apr-06,28.25,87.57,0.7468
20-Apr-06,27.895,86.72,0.738
21-Apr-06,28.055,86.47,0.7416
24-Apr-06,27.935,85.26,0.7441
25-Apr-06,28.075,85.63,0.746
26-Apr-06,28.37,86.33,0.7527
27-Apr-06,28.375,86.37,0.7568
28-Apr-06,28.44,86.26,0.7577
1-May-06,28.455,86.14,0.7596
2-May-06,28.6,86.36,0.7621
3-May-06,29.055,87.54,0.7709
4-May-06,29.115,87.59,0.771
5-May-06,29.23,87.03,0.7719
8-May-06,28.85,85.86,0.7688
9-May-06,29.135,85.9,0.774
10-May-06,29.115,85.59,0.7743
11-May-06,29.26,85.81,0.7756
12-May-06,29.27,84.99,0.7725
15-May-06,29.135,84.14,0.7613
16-May-06,29.16,84.17,0.7673
17-May-06,29.005,84.09,0.7576
18-May-06,29.13,84.69,0.7646
19-May-06,28.925,84.69,0.7583
22-May-06,28.935,84.17,0.7546
23-May-06,28.87,84.23,0.7525
24-May-06,28.965,84.9,0.752
25-May-06,29.12,85.04,0.7608
26-May-06,29.06,85.36,0.7577
29-May-06,29.005,85.29,0.7585
30-May-06,29.125,85.46,0.7622
31-May-06,28.71,84.7,0.7524
1-Jun-06,28.515,84.11,0.7469
2-Jun-06,28.68,83.99,0.7517
5-Jun-06,28.53,83.97,0.7481
6-Jun-06,28.36,83.93,0.7408
7-Jun-06,28.375,84.14,0.7409
8-Jun-06,28.56,84.72,0.742
9-Jun-06,28.735,85.29,0.7483
12-Jun-06,28.69,85.35,0.7461
13-Jun-06,28.435,85.1,0.7378
14-Jun-06,28.315,84.75,0.7369
15-Jun-06,28.53,85.24,0.7426
16-Jun-06,28.4,85.02,0.739
19-Jun-06,28.345,85.09,0.7366
20-Jun-06,28.325,84.78,0.7377
21-Jun-06,28.385,84.99,0.7399
22-Jun-06,28.195,85.22,0.7338
23-Jun-06,28.14,85.28,0.7319
26-Jun-06,28.195,85.15,0.7323
27-Jun-06,28.145,85.16,0.7328
28-Jun-06,27.98,84.88,0.7292
29-Jun-06,28.305,84.96,0.7381
30-Jun-06,28.3,84.95,0.7423
3-Jul-06,28.225,85.1,0.742
4-Jul-06,28.195,85.48,0.7446
5-Jul-06,28.3,85.8,0.7418
6-Jul-06,28.475,85.94,0.7465
7-Jul-06,28.47,85.74,0.7506
10-Jul-06,28.26,85.31,0.7467
11-Jul-06,28.48,86.03,0.753
12-Jul-06,28.5,86.83,0.7519
13-Jul-06,28.61,87,0.754
14-Jul-06,28.685,87.51,0.7534
17-Jul-06,28.575,87.66,0.7476
18-Jul-06,28.49,87.54,0.7466
19-Jul-06,28.575,87.62,0.7501
20-Jul-06,28.54,87.88,0.7509
21-Jul-06,28.535,87.4,0.7525
24-Jul-06,28.675,88.06,0.7545
25-Jul-06,28.645,88.25,0.7531
26-Jul-06,28.915,88.59,0.7619
27-Jul-06,28.845,88.33,0.763
28-Jul-06,29.075,88,0.7675
31-Jul-06,29.01,87.89,0.7662
1-Aug-06,29.025,87.75,0.766
2-Aug-06,28.905,87.61,0.7643
3-Aug-06,28.815,87.47,0.7606
4-Aug-06,28.965,87.71,0.7665
7-Aug-06,28.775,87.9,0.7634
8-Aug-06,28.495,87.66,0.7602
9-Aug-06,28.75,88.21,0.7651
10-Aug-06,28.775,88.48,0.7676
11-Aug-06,28.655,89.11,0.7661
14-Aug-06,28.375,88.66,0.7599
15-Aug-06,28.625,88.85,0.7653
16-Aug-06,28.77,88.94,0.768
17-Aug-06,28.69,88.34,0.7621
18-Aug-06,28.495,87.84,0.7585
21-Aug-06,28.605,88.4,0.763
22-Aug-06,28.695,88.88,0.7625
23-Aug-06,28.7,88.79,0.7629
24-Aug-06,28.705,88.71,0.7614
25-Aug-06,28.565,88.83,0.7575
28-Aug-06,28.575,88.95,0.7588
29-Aug-06,28.715,89.16,0.7641
30-Aug-06,28.69,89.36,0.7632
31-Aug-06,28.71,89.67,0.764
1-Sep-06,28.755,89.82,0.767
4-Sep-06,28.79,89.43,0.7706
5-Sep-06,28.825,89.53,0.7712
6-Sep-06,28.635,89.4,0.7662
7-Sep-06,28.35,88.32,0.7585
8-Sep-06,28.22,88.12,0.754
11-Sep-06,28.155,88.32,0.7507
12-Sep-06,28.16,88.54,0.7509
13-Sep-06,28.105,88.46,0.7528
14-Sep-06,28.125,88.7,0.7542
15-Sep-06,28.015,88.52,0.7528
18-Sep-06,28.175,89.19,0.7556
19-Sep-06,28.365,88.34,0.751
20-Sep-06,28.37,88.39,0.7526
21-Sep-06,28.41,88.06,0.7569
22-Sep-06,28.005,87.41,0.7499
25-Sep-06,28.26,87.88,0.7541
26-Sep-06,28.215,88.08,0.7523
27-Sep-06,28.195,88.22,0.7509
28-Sep-06,28.11,88.11,0.7487
29-Sep-06,28.04,88.22,0.7465
2-Oct-06,28.13,88.03,0.748
3-Oct-06,27.925,87.61,0.743
4-Oct-06,28.04,87.83,0.7459
5-Oct-06,28.04,87.84,0.746
6-Oct-06,27.97,88.4,0.7428
9-Oct-06,28,88.68,0.7445
10-Oct-06,27.87,89,0.7435
11-Oct-06,27.8,88.93,0.7427
12-Oct-06,28.16,89.63,0.7509
13-Oct-06,28.12,89.84,0.7511
16-Oct-06,28.22,89.72,0.7536
17-Oct-06,28.145,89.33,0.7532
18-Oct-06,28.245,89.84,0.7554
19-Oct-06,28.335,89.75,0.7595
20-Oct-06,28.25,90.05,0.7585
23-Oct-06,28.215,90.31,0.7569
24-Oct-06,28.215,90.5,0.7579
25-Oct-06,28.24,90.65,0.761
26-Oct-06,28.28,90.48,0.7641
27-Oct-06,28.205,90.35,0.7682
30-Oct-06,28.3,90.37,0.7696
31-Oct-06,28.41,90.57,0.7742
1-Nov-06,28.405,90.75,0.7749
2-Nov-06,28.42,90.7,0.7745
3-Nov-06,28.285,90.87,0.77
6-Nov-06,28.325,91.24,0.7714
7-Nov-06,28.34,91.02,0.773
8-Nov-06,28.28,90.84,0.7707
9-Nov-06,28.15,90.62,0.7684
10-Nov-06,28.08,90.27,0.7676
13-Nov-06,27.845,90.11,0.7624
14-Nov-06,27.86,89.99,0.7654
15-Nov-06,27.96,90.32,0.7655
16-Nov-06,28.015,90.61,0.7669
17-Nov-06,28.15,90.48,0.769
20-Nov-06,28.215,90.96,0.7705
21-Nov-06,28.25,90.9,0.7713
22-Nov-06,28.39,90.53,0.7758
23-Nov-06,28.3,90.03,0.7741
24-Nov-06,28.44,90.23,0.7788
27-Nov-06,28.37,90.42,0.779
28-Nov-06,28.47,91.01,0.7842
29-Nov-06,28.25,91.18,0.7834
30-Nov-06,28.31,91.3,0.7885
1-Dec-06,28.24,91.04,0.7888
4-Dec-06,28.215,91.02,0.7893
5-Dec-06,27.975,90.33,0.7867
6-Dec-06,27.98,90.41,0.7845
7-Dec-06,28.055,90.91,0.789
8-Dec-06,27.94,91.47,0.7857
11-Dec-06,27.875,91.76,0.7844
12-Dec-06,27.74,91.84,0.7863
13-Dec-06,27.72,92.41,0.7863
14-Dec-06,27.555,92.26,0.783
15-Dec-06,27.52,92.32,0.7815
18-Dec-06,27.59,92.12,0.7802
19-Dec-06,28.15,92.56,0.7837
20-Dec-06,28.155,93.05,0.7859
21-Dec-06,28.56,92.83,0.7844
22-Dec-06,28.54,93.11,0.7839
25-Dec-06,28.555,93.23,0.7843
26-Dec-06,28.46,93.12,0.7814
27-Dec-06,28.465,93.17,0.7845
28-Dec-06,28.58,94,0.7901
29-Dec-06,28.53,93.95,0.7893
1-Jan-07,28,94.02,0.7898
2-Jan-07,28.245,94.58,0.7961
3-Jan-07,28.485,94.46,0.7913
4-Jan-07,28.215,93.33,0.7843
5-Jan-07,28.035,92.39,0.7792
8-Jan-07,28.02,92.61,0.7799
9-Jan-07,28.1,93.26,0.7809
10-Jan-07,28.04,92.98,0.7768
11-Jan-07,28.17,94.09,0.7812
12-Jan-07,28.255,94.22,0.7833
15-Jan-07,28.26,94.39,0.7842
16-Jan-07,28.2,94.44,0.7829
17-Jan-07,28.365,94.9,0.7868
18-Jan-07,28.43,95.63,0.7887
19-Jan-07,28.455,95.79,0.79
22-Jan-07,28.36,95.8,0.7882
23-Jan-07,28.47,96.4,0.7924
24-Jan-07,28.115,94.75,0.7822
25-Jan-07,27.675,93.68,0.7732
26-Jan-07,27.735,94.02,0.7737
29-Jan-07,27.635,93.96,0.7716
30-Jan-07,27.66,93.94,0.7725
31-Jan-07,27.83,93.72,0.7768
1-Feb-07,27.765,93.48,0.7742
2-Feb-07,27.775,93.85,0.7751
5-Feb-07,27.78,93.35,0.7761
6-Feb-07,27.855,93.41,0.7777
7-Feb-07,27.845,93.9,0.7784
8-Feb-07,27.98,94.62,0.7818
9-Feb-07,27.795,94.55,0.7771
12-Feb-07,27.615,94.1,0.772
13-Feb-07,27.89,94.42,0.7794
14-Feb-07,28.045,94.67,0.7839
15-Feb-07,28.065,93.55,0.7848
16-Feb-07,28.11,93.91,0.7871
19-Feb-07,28.075,94.12,0.7873
20-Feb-07,28.04,94.29,0.7861
21-Feb-07,28.28,95.73,0.7915
22-Feb-07,28.175,95.87,0.7885
23-Feb-07,28.255,95.85,0.7919
26-Feb-07,28.275,95.77,0.7942
27-Feb-07,27.985,92.96,0.7882
28-Feb-07,27.98,93.31,0.7881
1-Mar-07,27.84,92.38,0.7854
2-Mar-07,27.635,91.35,0.7818
5-Mar-07,27.245,89.11,0.7709
6-Mar-07,27.295,90.3,0.7749
7-Mar-07,27.37,90.21,0.7768
8-Mar-07,27.34,90.99,0.7768
9-Mar-07,27.47,92.21,0.7798
12-Mar-07,27.655,92.48,0.7858
13-Mar-07,27.44,90.61,0.7808
14-Mar-07,27.57,92.06,0.7869
15-Mar-07,27.63,92.76,0.7894
16-Mar-07,27.785,92.86,0.7957
19-Mar-07,27.885,94.18,0.8005
20-Mar-07,27.985,94.2,0.8031
21-Mar-07,28.095,94.91,0.8078
22-Mar-07,27.94,95.22,0.8062
23-Mar-07,28.145,94.95,0.8043
26-Mar-07,28.425,95.63,0.8097
27-Mar-07,28.32,95.27,0.8084
28-Mar-07,28.165,94.1,0.8049
29-Mar-07,28.27,95.24,0.8069
30-Mar-07,28.305,95.24,0.8085
2-Apr-07,28.59,96.27,0.8166
3-Apr-07,28.43,96.74,0.8132
4-Apr-07,28.61,97.14,0.8186
5-Apr-07,28.59,97.27,0.8191
6-Apr-07,28.495,97.38,0.8164
9-Apr-07,28.525,97.48,0.8168
10-Apr-07,28.905,98.39,0.8266
11-Apr-07,28.86,98.43,0.8248
12-Apr-07,28.98,98.76,0.8289
13-Apr-07,29.16,99.47,0.8334
16-Apr-07,29.12,99.71,0.8328
17-Apr-07,29.16,99.49,0.8366
18-Apr-07,29.145,99.47,0.8385
19-Apr-07,29.015,98.96,0.8357
20-Apr-07,29.145,99.39,0.8375
23-Apr-07,28.985,98.68,0.8322
24-Apr-07,28.85,98.1,0.8278
25-Apr-07,29.08,99.15,0.8358
26-Apr-07,28.785,98.83,0.8265
27-Apr-07,28.885,99.27,0.8298
30-Apr-07,28.89,99.25,0.8307
1-May-07,28.78,99.11,0.8278
2-May-07,28.68,99.09,0.8247
3-May-07,28.62,99.17,0.8233
4-May-07,28.59,98.9,0.823
7-May-07,28.66,99.06,0.825
8-May-07,28.72,99.49,0.8287
9-May-07,28.66,99.35,0.8278
10-May-07,28.56,99.05,0.8255
11-May-07,28.775,100.15,0.8327
14-May-07,28.665,100.17,0.8322
15-May-07,28.77,100.23,0.8335
16-May-07,28.49,99.55,0.8243
17-May-07,28.51,99.91,0.8239
18-May-07,28.415,99.63,0.8226
21-May-07,28.415,99.77,0.8213
22-May-07,28.35,99.58,0.8192
23-May-07,28.505,100.14,0.8233
24-May-07,28.315,99.31,0.8185
25-May-07,28.31,99.7,0.8187
28-May-07,28.355,99.74,0.8195
29-May-07,28.345,99.57,0.8185
30-May-07,28.525,100.21,0.8237
31-May-07,28.67,100.76,0.8277
1-Jun-07,28.78,101.63,0.8327
4-Jun-07,28.78,101.55,0.8342
5-Jun-07,28.875,101.62,0.8374
6-Jun-07,29.105,101.91,0.8417
7-Jun-07,29.065,101.48,0.8395
8-Jun-07,29.265,102.88,0.8452
11-Jun-07,29.22,102.67,0.8435
12-Jun-07,29.07,102.19,0.8399
13-Jun-07,29.095,103.04,0.8401
14-Jun-07,28.965,102.72,0.8357
15-Jun-07,29.18,104,0.8426
18-Jun-07,29.17,104.25,0.8431
19-Jun-07,29.295,104.45,0.8466
20-Jun-07,29.18,104.2,0.8438
21-Jun-07,29.32,104.85,0.8472
22-Jun-07,29.325,105.06,0.8477
25-Jun-07,29.29,104.79,0.8472
26-Jun-07,29.19,104.22,0.8457
27-Jun-07,28.97,102.98,0.8383
28-Jun-07,29.255,104.32,0.8468
29-Jun-07,29.295,104.52,0.8488
2-Jul-07,29.59,105.09,0.8589
3-Jul-07,29.285,104.6,0.8543
4-Jul-07,29.31,105.19,0.8578
5-Jul-07,29.115,105.24,0.8558
6-Jul-07,29.205,105.85,0.8582
9-Jul-07,29.085,106.15,0.86
10-Jul-07,28.83,104.87,0.8616
11-Jul-07,28.76,105.59,0.8628
12-Jul-07,28.87,106.04,0.8668
13-Jul-07,29.03,106.22,0.8711
16-Jul-07,28.995,106.25,0.8717
17-Jul-07,29.095,106.73,0.873
18-Jul-07,29.395,106.98,0.8779
19-Jul-07,29.495,107.41,0.88
20-Jul-07,29.61,106.7,0.8798
23-Jul-07,29.78,106.97,0.8837
24-Jul-07,29.63,105.8,0.8813
25-Jul-07,29.805,106.52,0.8842
26-Jul-07,29.27,102.62,0.8692
27-Jul-07,28.72,100.97,0.8513
30-Jul-07,28.89,102.02,0.8563
31-Jul-07,28.745,100.75,0.851
1-Aug-07,28.93,101.72,0.8558
2-Aug-07,29.025,102.26,0.8579
3-Aug-07,28.95,100.92,0.8546
6-Aug-07,29.075,102.05,0.8583
