Date,AUDTHB,AUDJPY,AUDUSD
3-Dec-09,30.605,81.58,0.9247
4-Dec-09,30.33,82.82,0.9159
7-Dec-09,30.335,81.75,0.9124
8-Dec-09,29.935,79.75,0.9041
9-Dec-09,30.135,80.12,0.9089
10-Dec-09,30.355,80.89,0.917
11-Dec-09,30.23,81.32,0.9122
14-Dec-09,30.345,81.21,0.9167
15-Dec-09,30.045,81.22,0.9068
16-Dec-09,29.825,80.79,0.9008
17-Dec-09,29.395,79.38,0.8871
18-Dec-09,29.6,80.51,0.8908
21-Dec-09,29.27,80.18,0.881
22-Dec-09,29.145,80.49,0.876
23-Dec-09,29.335,80.62,0.8794
24-Dec-09,29.46,80.93,0.8826
25-Dec-09,29.46,80.93,0.8849
28-Dec-09,29.585,81.29,0.8874
29-Dec-09,29.81,82.18,0.8943
30-Dec-09,29.815,82.68,0.8942
31-Dec-09,29.89,83.44,0.8973
1-Jan-10,29.89,83.44,0.8972
4-Jan-10,30.305,84.39,0.9127
5-Jan-10,30.235,83.48,0.912
6-Jan-10,30.495,85,0.9203
7-Jan-10,30.415,85.76,0.9165
8-Jan-10,30.64,85.67,0.9246
11-Jan-10,30.705,85.62,0.9316
12-Jan-10,30.425,83.86,0.9204
13-Jan-10,30.495,84.44,0.9244
14-Jan-10,30.625,85,0.932
15-Jan-10,30.32,83.74,0.9232
18-Jan-10,30.455,84.1,0.9264
19-Jan-10,30.345,84.16,0.9248
20-Jan-10,30.045,83.12,0.9088
21-Jan-10,29.855,81.78,0.901
22-Jan-10,29.75,80.89,0.9008
25-Jan-10,29.83,81.79,0.9042
26-Jan-10,29.74,80.68,0.8984
27-Jan-10,29.59,80.6,0.8949
28-Jan-10,29.6,80.24,0.8933
29-Jan-10,29.31,79.79,0.8846
1-Feb-10,29.565,80.94,0.8918
2-Feb-10,29.35,80.26,0.8867
3-Feb-10,29.19,80.15,0.883
4-Feb-10,28.805,77.63,0.864
5-Feb-10,28.84,77.49,0.8677
8-Feb-10,28.66,77.03,0.8647
9-Feb-10,29.08,78.77,0.878
10-Feb-10,29.095,78.86,0.8751
11-Feb-10,29.555,79.93,0.8911
12-Feb-10,29.465,79.86,0.8874
15-Feb-10,29.495,80.03,0.8891
16-Feb-10,29.865,81.32,0.9021
17-Feb-10,29.815,81.86,0.8999
18-Feb-10,29.565,81.83,0.9021
19-Feb-10,29.825,82.26,0.8986
22-Feb-10,29.825,82.18,0.9002
23-Feb-10,29.53,80.48,0.89
24-Feb-10,29.545,80.76,0.8929
25-Feb-10,29.32,79.19,0.8885
26-Feb-10,29.58,79.65,0.8951
1-Mar-10,29.575,80.25,0.9012
2-Mar-10,29.575,80.32,0.9033
3-Mar-10,29.565,80.19,0.9057
4-Mar-10,29.355,80.24,0.9006
5-Mar-10,29.63,81.96,0.9072
8-Mar-10,29.715,82.04,0.9093
9-Mar-10,29.955,82.39,0.9139
10-Mar-10,29.845,82.69,0.9147
11-Mar-10,29.925,83.01,0.9153
12-Mar-10,29.775,82.89,0.9153
15-Mar-10,29.755,82.51,0.9143
16-Mar-10,29.785,82.99,0.9195
17-Mar-10,29.835,83.47,0.9233
18-Mar-10,29.775,83.33,0.9206
19-Mar-10,29.58,82.88,0.9154
22-Mar-10,29.685,82.97,0.9178
23-Mar-10,29.675,83.01,0.9187
24-Mar-10,29.515,83.89,0.9067
25-Mar-10,29.435,84.07,0.9073
26-Mar-10,29.31,83.64,0.9041
29-Mar-10,29.675,84.75,0.9174
30-Mar-10,29.785,85.56,0.9184
31-Mar-10,29.665,85.79,0.9167
1-Apr-10,29.795,86.33,0.9209
2-Apr-10,29.75,86.96,0.9194
5-Apr-10,29.795,86.72,0.9218
6-Apr-10,30.005,86.78,0.928
7-Apr-10,29.99,86.35,0.9268
8-Apr-10,30.01,86.81,0.9291
9-Apr-10,30.06,86.94,0.9331
12-Apr-10,29.975,86.36,0.9266
13-Apr-10,30.045,86.57,0.9287
14-Apr-10,30.195,87.33,0.935
15-Apr-10,30.085,87.01,0.9351
16-Apr-10,29.795,85.18,0.9245
19-Apr-10,29.845,85.56,0.9242
20-Apr-10,29.915,86.61,0.932
21-Apr-10,29.885,86.32,0.9258
22-Apr-10,29.875,86.47,0.9275
23-Apr-10,29.89,87.19,0.9277
26-Apr-10,29.895,87.14,0.9267
27-Apr-10,29.625,85.39,0.915
28-Apr-10,29.905,86.76,0.9254
29-Apr-10,30.045,87.33,0.9273
30-Apr-10,29.91,86.71,0.9246
3-May-10,29.935,87.62,0.9265
4-May-10,29.465,86.46,0.9084
5-May-10,29.365,85.15,0.9049
6-May-10,28.76,81.18,0.8855
7-May-10,28.675,81.36,0.8881
10-May-10,29.09,83.78,0.903
11-May-10,28.955,83.11,0.8946
12-May-10,28.91,83.43,0.8936
13-May-10,28.985,82.96,0.8953
14-May-10,28.68,81.96,0.8858
17-May-10,28.445,81.11,0.8772
18-May-10,27.79,78.93,0.8625
19-May-10,27.415,77.69,0.8477
20-May-10,26.505,73.38,0.8156
21-May-10,26.99,74.94,0.8325
24-May-10,26.73,74.18,0.8244
25-May-10,26.88,74.64,0.8292
26-May-10,26.815,74.13,0.8209
27-May-10,27.62,77.24,0.8517
28-May-10,27.58,77.17,0.8476
31-May-10,27.455,76.96,0.8466
1-Jun-10,27.185,76.07,0.8322
2-Jun-10,27.475,77.61,0.8414
3-Jun-10,27.49,78.15,0.8438
4-Jun-10,26.855,75.65,0.8234
7-Jun-10,26.515,74.39,0.8095
8-Jun-10,26.89,75.32,0.8273
9-Jun-10,27.07,75.88,0.8279
10-Jun-10,27.555,77.72,0.8491
11-Jun-10,27.595,77.93,0.8503
14-Jun-10,27.775,78.6,0.8576
15-Jun-10,28,79.07,0.8654
16-Jun-10,27.93,78.74,0.8634
17-Jun-10,28.095,78.78,0.8682
18-Jun-10,28.265,79.08,0.8721
21-Jun-10,28.345,79.89,0.8756
22-Jun-10,28.195,78.76,0.8726
23-Jun-10,28.335,78.75,0.874
24-Jun-10,28.1,77.68,0.8669
25-Jun-10,28.3,78,0.8749
28-Jun-10,28.195,77.88,0.872
29-Jun-10,27.545,75.32,0.8468
30-Jun-10,27.275,74.5,0.84
1-Jul-10,27.335,74.11,0.8432
2-Jul-10,27.28,73.88,0.8417
5-Jul-10,27.075,73.06,0.8398
6-Jul-10,27.635,74.71,0.8529
7-Jul-10,28.04,75.85,0.8644
8-Jul-10,28.445,77.65,0.8776
9-Jul-10,28.4,77.78,0.8776
12-Jul-10,28.385,77.83,0.8758
13-Jul-10,28.58,78.5,0.8832
14-Jul-10,28.485,77.83,0.8844
15-Jul-10,28.385,77.03,0.8839
16-Jul-10,28.02,75.22,0.869
19-Jul-10,28.055,75.39,0.8684
20-Jul-10,28.56,77.28,0.8836
21-Jul-10,28.365,76.19,0.8774
22-Jul-10,28.85,78.03,0.8936
23-Jul-10,28.88,78.34,0.8956
26-Jul-10,29.015,78.28,0.9027
27-Jul-10,29.02,79.15,0.9014
28-Jul-10,28.725,77.9,0.8908
29-Jul-10,29.035,78.13,0.9004
30-Jul-10,29.18,78.24,0.9042
2-Aug-10,29.37,78.94,0.9134
3-Aug-10,29.38,78.43,0.9126
4-Aug-10,29.445,79.06,0.9174
5-Aug-10,29.345,78.49,0.9154
6-Aug-10,29.41,78.51,0.9183
9-Aug-10,29.29,78.76,0.9163
10-Aug-10,29.13,77.79,0.9136
11-Aug-10,28.65,76.35,0.8962
12-Aug-10,28.655,77.29,0.896
13-Aug-10,28.49,76.98,0.8929
16-Aug-10,28.49,76.27,0.8981
17-Aug-10,28.73,77.49,0.9051
18-Aug-10,28.35,76.58,0.8989
19-Aug-10,28.075,75.79,0.8926
20-Aug-10,28.188,76.51,0.8942
23-Aug-10,28.01,75.68,0.8911
24-Aug-10,27.85,74.32,0.8821
25-Aug-10,27.89,75.11,0.8838
26-Aug-10,27.755,74.61,0.8865
27-Aug-10,28.12,76.53,0.8991
30-Aug-10,27.905,75.43,0.8921
31-Aug-10,27.895,75.03,0.8908
1-Sep-10,28.31,76.77,0.9113
2-Sep-10,28.315,76.68,0.9111
3-Sep-10,28.575,77.31,0.9166
6-Sep-10,28.5,77,0.9173
7-Sep-10,28.45,76.4,0.9106
8-Sep-10,28.4175,77.06,0.919
9-Sep-10,28.485,77.41,0.9231
10-Sep-10,28.53,78,0.9266
13-Sep-10,28.695,78.02,0.9359
14-Sep-10,28.915,78.08,0.9396
15-Sep-10,28.97,80.39,0.9385
16-Sep-10,28.795,80.25,0.9365
17-Sep-10,28.795,80.37,0.9363
20-Sep-10,29.075,81.06,0.9478
21-Sep-10,29.37,81.21,0.9535
22-Sep-10,29.315,80.81,0.9566
23-Sep-10,29.06,80.05,0.9488
24-Sep-10,29.44,80.78,0.959
27-Sep-10,29.335,80.81,0.9609
28-Sep-10,29.515,81.15,0.9673
29-Sep-10,29.485,81.17,0.9686
30-Sep-10,29.285,80.63,0.9668
1-Oct-10,29.358,80.92,0.9718
4-Oct-10,29.18,80.82,0.9678
5-Oct-10,29.235,80.82,0.9713
6-Oct-10,29.185,80.97,0.9775
7-Oct-10,29.425,80.85,0.9823
8-Oct-10,29.485,80.69,0.9849
11-Oct-10,29.525,80.85,0.9833
12-Oct-10,29.515,80.76,0.9863
13-Oct-10,29.655,81.14,0.9902
14-Oct-10,29.55,80.75,0.9945
15-Oct-10,29.582,80.71,0.9908
18-Oct-10,29.605,80.5,0.9899
19-Oct-10,29.025,78.76,0.9692
20-Oct-10,29.465,80.04,0.9869
21-Oct-10,29.22,79.51,0.9781
22-Oct-10,29.413,79.96,0.9828
25-Oct-10,29.56,79.97,0.9913
26-Oct-10,29.46,80.19,0.9857
27-Oct-10,29.21,79.45,0.9722
28-Oct-10,29.335,79.26,0.979
29-Oct-10,29.453,79.07,0.9837
1-Nov-10,29.53,79.66,0.9873
2-Nov-10,29.765,80.58,0.9997
3-Nov-10,29.82,81.37,1.0057
4-Nov-10,30.14,82.04,1.0143
5-Nov-10,30.123,82.57,1.0162
8-Nov-10,29.9625,81.94,1.0132
9-Nov-10,29.74,81.97,1.0032
10-Nov-10,29.72,82.6,1.0059
11-Nov-10,29.665,82.13,0.9975
12-Nov-10,29.408,81.25,0.9867
15-Nov-10,29.43,81.79,0.9849
16-Nov-10,29.235,81.4,0.9769
17-Nov-10,29.4475,81.61,0.9786
18-Nov-10,29.645,82.74,0.9894
19-Nov-10,29.583,82.39,0.9865
22-Nov-10,29.605,82.19,0.9889
23-Nov-10,29.33,81.15,0.9728
24-Nov-10,29.575,82.25,0.9824
25-Nov-10,29.373,81.74,0.9805
26-Nov-10,29.21,81.08,0.9647
29-Nov-10,29.04,80.95,0.9632
30-Nov-10,28.995,80.31,0.9577
1-Dec-10,29.005,81.27,0.9691
2-Dec-10,29.295,81.84,0.9757
3-Dec-10,29.825,81.97,0.9926
6-Dec-10,29.682,81.73,0.99
7-Dec-10,29.54,82.07,0.9839
8-Dec-10,29.495,82.35,0.9787
9-Dec-10,29.615,82.51,0.9845
10-Dec-10,29.6325,82.72,0.9856
13-Dec-10,29.895,83.04,0.9952
14-Dec-10,29.955,83.56,0.9992
15-Dec-10,29.725,83.19,0.9856
16-Dec-10,29.81,83.16,0.9889
17-Dec-10,29.79,83.02,0.9889
20-Dec-10,29.968,83.17,0.9938
21-Dec-10,30.065,83.46,0.9971
22-Dec-10,30.135,83.5,1.0001
23-Dec-10,30.275,83.35,1.0046
24-Dec-10,30.325,83.26,1.0048
27-Dec-10,30.365,83.24,1.005
28-Dec-10,30.448,83.1,1.0095
29-Dec-10,30.663,83.03,1.0175
30-Dec-10,30.613,82.79,1.0171
31-Dec-10,30.7525,83.04,1.0217
3-Jan-11,30.58,83.04,1.0164
4-Jan-11,30.325,82.63,1.0057
5-Jan-11,30.215,83.16,0.9997
6-Jan-11,30.07,82.72,0.9941
7-Jan-11,30.2375,82.79,0.9965
10-Jan-11,30.51,82.29,0.9959
11-Jan-11,29.973,81.88,0.9871
12-Jan-11,30.228,82.73,0.996
13-Jan-11,30.365,82.61,0.9967
14-Jan-11,30.165,81.94,0.9895
17-Jan-11,30.345,82.09,0.9941
18-Jan-11,30.415,82.41,0.9978
19-Jan-11,30.405,81.9,1.0007
20-Jan-11,30.18,81.75,0.9884
21-Jan-11,30.38,81.73,0.9892
24-Jan-11,30.87,82.33,0.9982
25-Jan-11,30.79,81.87,0.9978
26-Jan-11,30.783,82.11,0.9987
27-Jan-11,30.545,82.05,0.9918
28-Jan-11,30.8525,81.64,0.9934
31-Jan-11,30.815,81.87,0.9967
1-Feb-11,31.11,82.31,1.012
2-Feb-11,31.215,82.44,1.0082
3-Feb-11,31.363,82.87,1.0156
4-Feb-11,31.2175,83.31,1.0134
7-Feb-11,31.14,83.4,1.0131
8-Feb-11,31.15,83.5,1.0149
9-Feb-11,31.05,83.3,1.0114
10-Feb-11,30.845,83.47,1.0044
11-Feb-11,30.86,83.61,1.0025
14-Feb-11,30.805,83.58,1.0029
15-Feb-11,30.598,83.48,0.9959
16-Feb-11,30.72,83.89,1.0036
17-Feb-11,30.965,84.29,1.012
18-Feb-11,31.015,84.4,1.0147
21-Feb-11,30.813,83.78,1.0093
22-Feb-11,30.66,82.79,0.9991
23-Feb-11,30.708,82.68,1.0019
24-Feb-11,30.935,82.91,1.0093
25-Feb-11,31.165,83.11,1.0175
28-Feb-11,31.15,83.41,1.0186
1-Mar-11,30.965,83.01,1.0137
2-Mar-11,31.02,83.16,1.0166
3-Mar-11,30.875,83.42,1.0147
4-Mar-11,30.88,83.46,1.0146
7-Mar-11,30.79,83.28,1.0114
8-Mar-11,30.625,83.55,1.0097
9-Mar-11,30.6,83.63,1.0103
10-Mar-11,30.455,83.06,1.0006
11-Mar-11,30.7825,82.97,1.0145
14-Mar-11,30.585,82.54,1.0091
15-Mar-11,30.135,80.05,0.99
16-Mar-11,29.501,76.34,0.9768
17-Mar-11,29.706,77.38,0.981
18-Mar-11,30.181,80.34,0.9967
21-Mar-11,30.435,81.7,1.0067
22-Mar-11,30.485,81.76,1.0107
23-Mar-11,30.665,81.93,1.013
24-Mar-11,30.87,82.64,1.0212
25-Mar-11,31.0625,83.45,1.0261
28-Mar-11,31.005,83.63,1.0244
29-Mar-11,31.26,85.03,1.0289
30-Mar-11,31.3,85.78,1.0326
31-Mar-11,31.245,86.08,1.0328
1-Apr-11,31.43,87.31,1.0391
4-Apr-11,31.288,87.33,1.0366
5-Apr-11,31.18,87.82,1.0328
6-Apr-11,31.45,89.18,1.044
7-Apr-11,31.448,88.76,1.047
8-Apr-11,31.735,89.54,1.0564
11-Apr-11,31.542,88.54,1.0499
12-Apr-11,31.548,87.71,1.0444
13-Apr-11,31.633,87.88,1.0499
14-Apr-11,31.758,88.22,1.0543
15-Apr-11,31.83,87.88,1.0568
18-Apr-11,31.608,86.53,1.0507
19-Apr-11,31.693,87.26,1.0528
20-Apr-11,32.028,88.21,1.0705
21-Apr-11,32.142,87.99,1.0748
22-Apr-11,32.13,87.9,1.0741
25-Apr-11,32.112,87.53,1.0724
26-Apr-11,32.373,88.03,1.0779
27-Apr-11,32.513,89.39,1.0873
28-Apr-11,32.718,89.19,1.0928
29-Apr-11,32.7775,89.05,1.0968
2-May-11,32.6625,88.78,1.0944
3-May-11,32.5625,88.01,1.0842
4-May-11,32.2925,86.51,1.0745
5-May-11,32.1425,85.31,1.0585
6-May-11,32.325,86.29,1.0688
9-May-11,32.5825,86.51,1.0798
10-May-11,32.6775,87.78,1.0836
11-May-11,32.2625,86.65,1.0694
12-May-11,32.2475,86.35,1.0675
13-May-11,32.0175,85.41,1.0574
16-May-11,32.0325,85.42,1.0565
17-May-11,32.2125,86.61,1.0619
18-May-11,32.1625,86.92,1.0626
19-May-11,32.2775,87.21,1.0675
20-May-11,32.2875,87.1,1.0659
23-May-11,31.9275,86.05,1.0507
24-May-11,32.0775,86.62,1.0555
25-May-11,31.9975,86.22,1.053
26-May-11,32.3275,86.26,1.0638
27-May-11,32.445,86.5,1.0701
30-May-11,32.5075,86.69,1.069
31-May-11,32.3725,86.94,1.0671
1-Jun-11,32.1775,85.95,1.0602
2-Jun-11,32.3775,86.42,1.0673
3-Jun-11,32.4525,86.03,1.0716
6-Jun-11,32.4975,85.96,1.0713
7-Jun-11,32.4075,85.84,1.0713
8-Jun-11,32.3575,85.04,1.062
9-Jun-11,32.3575,85.48,1.0631
10-Jun-11,32.0525,84.64,1.0535
13-Jun-11,32.3175,85.11,1.0603
14-Jun-11,32.5425,86.05,1.0682
15-Jun-11,32.3725,85.6,1.0566
16-Jun-11,32.3525,85.13,1.056
17-Jun-11,32.44,85.03,1.0632
20-Jun-11,32.4075,85.04,1.0581
21-Jun-11,32.2975,85.01,1.0595
22-Jun-11,32.1675,84.86,1.0574
23-Jun-11,32.2625,84.86,1.0532
24-Jun-11,32.225,84.38,1.0498
27-Jun-11,32.3475,84.51,1.0447
28-Jun-11,32.6375,85.49,1.0537
29-Jun-11,32.9225,86.34,1.0676
30-Jun-11,32.8725,86.3,1.0722
1-Jul-11,33.08,87.05,1.0778
4-Jul-11,32.6925,86.78,1.0736
5-Jul-11,32.5975,86.69,1.069
6-Jul-11,32.5775,86.6,1.0696
7-Jul-11,32.6075,87.55,1.0777
8-Jul-11,32.52,86.72,1.0756
11-Jul-11,32.2975,85.49,1.0655
12-Jul-11,32.1525,84.36,1.0604
13-Jul-11,32.3625,85.04,1.0767
14-Jul-11,32.2825,84.78,1.0722
15-Jul-11,32.02,84.29,1.0646
18-Jul-11,31.9275,84.07,1.0608
19-Jul-11,32.1075,85.01,1.0732
20-Jul-11,32.1625,84.83,1.0747
21-Jul-11,32.323,85.15,1.084
22-Jul-11,32.34,85.27,1.0846
25-Jul-11,32.257,84.88,1.0842
26-Jul-11,32.507,85.41,1.0949
27-Jul-11,32.808,85.98,1.1028
28-Jul-11,32.677,85.55,1.1005
29-Jul-11,32.7375,84.41,1.0995
1-Aug-11,32.668,85.27,1.097
2-Aug-11,32.063,83.06,1.0778
3-Aug-11,31.983,82.96,1.0764
4-Aug-11,31.3,82.59,1.0467
5-Aug-11,31.1625,81.94,1.0442
8-Aug-11,30.405,78.86,1.0206
9-Aug-11,30.868,79.76,1.0368
10-Aug-11,30.3225,77.94,1.0181
11-Aug-11,30.915,79.5,1.0351
12-Aug-11,31.0075,79.38,1.0356
15-Aug-11,31.253,80.55,1.0509
16-Aug-11,31.273,80.37,1.0476
17-Aug-11,31.518,80.87,1.0541
18-Aug-11,30.915,79.18,1.0387
19-Aug-11,31.0275,79.64,1.0402
22-Aug-11,30.993,79.95,1.0398
23-Aug-11,31.393,80.61,1.0526
24-Aug-11,31.328,80.57,1.0476
25-Aug-11,31.395,81.03,1.0435
26-Aug-11,31.685,81.06,1.0573
29-Aug-11,31.998,82.09,1.0659
30-Aug-11,32.063,81.93,1.0686
31-Aug-11,32.02,82,1.0702
1-Sep-11,32.147,82.42,1.0724
2-Sep-11,31.84,81.77,1.0646
5-Sep-11,31.458,80.91,1.0546
6-Sep-11,31.535,81.61,1.0496
7-Sep-11,31.923,82.35,1.0661
8-Sep-11,31.788,82.08,1.0574
9-Sep-11,31.49,81.24,1.0475
12-Sep-11,31.158,79.74,1.0356
13-Sep-11,31.148,79.41,1.0318
14-Sep-11,31.103,78.77,1.0265
15-Sep-11,31.318,79.28,1.0332
16-Sep-11,31.4475,79.57,1.0362
19-Sep-11,31.17,78.09,1.0211
20-Sep-11,31.205,78.33,1.0269
21-Sep-11,30.853,77.03,1.0044
22-Sep-11,30.175,74.78,0.9728
23-Sep-11,30.235,74.9,0.9779
26-Sep-11,30.505,74.91,0.9847
27-Sep-11,30.535,75.96,0.9904
28-Sep-11,30.265,74.37,0.9778
29-Sep-11,30.505,75.01,0.978
30-Sep-11,30.15,74.44,0.9664
3-Oct-11,29.72,72.93,0.9518
4-Oct-11,29.74,73.31,0.9575
5-Oct-11,30.0075,73.98,0.9659
6-Oct-11,30.225,74.75,0.9744
7-Oct-11,30.2775,74.95,0.9771
10-Oct-11,30.75,76.42,0.9989
11-Oct-11,30.748,76.24,0.9956
12-Oct-11,31.255,78.21,1.0152
13-Oct-11,31.423,78.22,1.0187
14-Oct-11,31.84,79.84,1.0345
17-Oct-11,31.25,78.23,1.0154
18-Oct-11,31.453,78.64,1.0259
19-Oct-11,31.5575,78.74,1.0229
20-Oct-11,31.7525,78.73,1.0233
21-Oct-11,32.065,79.15,1.0373
24-Oct-11,32.2025,79.7,1.047
25-Oct-11,32.1375,79.33,1.0427
26-Oct-11,32.0425,79.25,1.04
27-Oct-11,32.6725,81.39,1.073
28-Oct-11,32.71,81.14,1.0702
31-Oct-11,32.4175,82.57,1.0537
1-Nov-11,31.8825,80.67,1.0332
2-Nov-11,31.59,80.12,1.0341
3-Nov-11,31.895,81.32,1.0406
4-Nov-11,31.7875,81.14,1.0375
7-Nov-11,31.775,80.9,1.0373
8-Nov-11,31.82,80.64,1.0395
9-Nov-11,31.208,78.84,1.0151
10-Nov-11,31.2925,78.84,1.0151
11-Nov-11,31.6175,79.27,1.0277
14-Nov-11,31.4425,78.67,1.0198
15-Nov-11,31.28,78.18,1.0179
16-Nov-11,31.025,77.47,1.008
17-Nov-11,30.85,76.85,0.9994
18-Nov-11,31.0325,76.97,1
21-Nov-11,30.775,75.79,0.9855
22-Nov-11,30.71,75.82,0.984
23-Nov-11,30.425,74.95,0.9686
24-Nov-11,30.353,74.9,0.9728
25-Nov-11,30.5025,75.49,0.9706
28-Nov-11,31.02,77.37,0.9893
29-Nov-11,31.3275,78.11,1.0032
30-Nov-11,31.65,79.55,1.0276
1-Dec-11,31.515,79.49,1.0231
2-Dec-11,31.4675,79.66,1.0215
5-Dec-11,31.58,79.8,1.0274
6-Dec-11,31.603,79.68,1.0238
7-Dec-11,31.635,79.83,1.0287
8-Dec-11,31.355,79.06,1.0168
9-Dec-11,31.5825,79.32,1.0217
12-Dec-11,31.328,78.27,1.0073
13-Dec-11,31.21,77.87,1.0007
14-Dec-11,31.06,77.36,0.991
15-Dec-11,31.208,77.37,0.9916
16-Dec-11,31.245,77.63,0.997
19-Dec-11,31.04,77.37,0.9889
20-Dec-11,31.49,78.41,1.0076
21-Dec-11,31.493,78.62,1.0091
22-Dec-11,31.685,79.21,1.0128
23-Dec-11,31.7725,79.23,1.0149
26-Dec-11,31.8325,79.24,1.0168
27-Dec-11,31.9,79.02,1.0154
28-Dec-11,31.89,78.53,1.0091
29-Dec-11,32.1925,78.74,1.0141
30-Dec-11,32.1425,78.5,1.0227
2-Jan-12,32.3075,78.89,1.0227
3-Jan-12,32.465,79.58,1.0372
4-Jan-12,32.6,79.33,1.0366
5-Jan-12,32.435,79.1,1.025
6-Jan-12,32.3975,78.71,1.0229
9-Jan-12,32.57,78.81,1.0238
10-Jan-12,32.585,79.15,1.0309
11-Jan-12,32.7475,79.3,1.031
12-Jan-12,32.8275,79.36,1.034
13-Jan-12,32.8575,79.48,1.0314
16-Jan-12,32.892,79.29,1.0307
17-Jan-12,32.9975,79.76,1.0381
18-Jan-12,33.04,80,1.0422
19-Jan-12,32.925,80.26,1.0418
20-Jan-12,33.0475,80.75,1.0486
23-Jan-12,33.045,81.07,1.0534
24-Jan-12,32.935,81.41,1.0478
25-Jan-12,33.305,82.38,1.0598
26-Jan-12,33.2475,82.21,1.062
27-Jan-12,33.095,81.74,1.0653
30-Jan-12,32.995,80.86,1.0593
31-Jan-12,32.915,80.9,1.0616
1-Feb-12,33.1475,81.66,1.0699
2-Feb-12,33.075,81.54,1.0713
3-Feb-12,33.265,82.5,1.0776
6-Feb-12,33.1875,82.08,1.073
7-Feb-12,33.35,82.88,1.0804
8-Feb-12,33.15,83.13,1.0793
9-Feb-12,33.125,83.62,1.0787
10-Feb-12,32.9625,82.84,1.0663
13-Feb-12,32.98,82.97,1.0737
14-Feb-12,33.023,83.9,1.0683
15-Feb-12,32.935,83.88,1.07
16-Feb-12,33.135,84.74,1.0758
17-Feb-12,32.9675,85.18,1.0711
20-Feb-12,33.0025,85.38,1.0753
21-Feb-12,32.755,85.23,1.0665
22-Feb-12,32.46,85.36,1.0638
23-Feb-12,32.472,85.77,1.0709
24-Feb-12,32.4275,86.85,1.0699
27-Feb-12,32.7425,86.57,1.0757
28-Feb-12,32.7125,86.91,1.0779
29-Feb-12,32.72,87.32,1.0732
1-Mar-12,32.968,87.66,1.0802
2-Mar-12,32.835,87.81,1.0735
5-Mar-12,32.715,86.97,1.0669
6-Mar-12,32.505,85.38,1.0548
7-Mar-12,32.53,85.95,1.0583
8-Mar-12,32.52,86.88,1.0644
9-Mar-12,32.315,87.17,1.0572
12-Mar-12,32.23,86.54,1.0511
13-Mar-12,32.27,87.44,1.055
14-Mar-12,32.165,87.45,1.0454
15-Mar-12,32.365,87.91,1.053
16-Mar-12,32.535,88.41,1.0594
19-Mar-12,32.57,88.44,1.0612
20-Mar-12,32.25,87.69,1.048
21-Mar-12,32.185,87.19,1.0456
22-Mar-12,32,85.83,1.0389
23-Mar-12,32.19,86.17,1.0464
26-Mar-12,32.34,87.28,1.0537
27-Mar-12,32.14,87,1.0455
28-Mar-12,32.005,86.09,1.0391
29-Mar-12,32.085,85.62,1.0372
30-Mar-12,31.915,85.67,1.0345
2-Apr-12,32.095,85.45,1.0413
3-Apr-12,31.835,85.58,1.033
4-Apr-12,31.835,84.63,1.0263
5-Apr-12,31.92,84.81,1.0303
6-Apr-12,31.925,84.14,1.0305
9-Apr-12,31.88,84.04,1.0305
10-Apr-12,31.77,82.71,1.0252
11-Apr-12,31.825,83.36,1.0306
12-Apr-12,32.15,84.44,1.0439
13-Apr-12,31.925,83.97,1.0375
16-Apr-12,31.86,83.27,1.0353
17-Apr-12,31.995,83.99,1.0387
18-Apr-12,31.945,84.19,1.0358
19-Apr-12,31.91,84.36,1.0335
20-Apr-12,32.1,84.67,1.0379
23-Apr-12,31.99,83.72,1.0316
24-Apr-12,31.9,83.94,1.0316
25-Apr-12,32.13,84.31,1.0375
26-Apr-12,32.025,84.11,1.0382
27-Apr-12,32.2,84.05,1.0471
30-Apr-12,32.05,83.19,1.0425
1-May-12,31.735,82.75,1.0333
2-May-12,31.89,82.79,1.0335
3-May-12,31.78,82.33,1.0263
4-May-12,31.5,81.28,1.0179
7-May-12,31.63,81.5,1.02
8-May-12,31.385,80.82,1.0118
9-May-12,31.19,79.94,1.004
10-May-12,31.355,80.5,1.0071
11-May-12,31.275,80.12,1.0021
14-May-12,31.24,79.59,0.9961
15-May-12,31.15,79.7,0.994
16-May-12,31.12,79.64,0.9915
17-May-12,31.005,78.45,0.9892
18-May-12,30.83,77.79,0.9844
21-May-12,31.06,78.56,0.9909
22-May-12,30.725,78.25,0.9799
23-May-12,30.81,77.55,0.9755
24-May-12,30.82,77.72,0.9767
25-May-12,30.92,77.77,0.9761
28-May-12,31.17,78.3,0.9852
29-May-12,31.22,78.28,0.9848
30-May-12,30.94,76.8,0.9709
31-May-12,31.005,76.25,0.9729
1-Jun-12,30.71,75.7,0.9705
4-Jun-12,30.61,76.22,0.9728
5-Jun-12,30.775,76.73,0.9742
6-Jun-12,31.235,78.64,0.9925
7-Jun-12,31.395,78.78,0.9899
8-Jun-12,31.425,78.83,0.9916
11-Jun-12,31.24,78.31,0.9864
12-Jun-12,31.45,79.3,0.9966
13-Jun-12,31.31,78.95,0.9933
14-Jun-12,31.59,79.53,1.0021
15-Jun-12,31.79,79.36,1.0082
18-Jun-12,31.88,80.11,1.0124
19-Jun-12,31.98,80.4,1.0188
20-Jun-12,32.115,80.95,1.0193
21-Jun-12,31.925,80.58,1.0038
22-Jun-12,32.045,80.94,1.0065
25-Jun-12,31.835,79.72,1.0004
26-Jun-12,32.055,79.98,1.0062
27-Jun-12,32.125,80.33,1.0079
