Date,US_THB,US_AUD,US_JPY
24-Nov-08,35.25,0.6501,96.69
25-Nov-08,35.16,0.6488,95.53
26-Nov-08,35.23,0.647,95.46
27-Nov-08, , , 
28-Nov-08,35.45,0.6546,95.46
1-Dec-08,35.71,0.6447,93.71
2-Dec-08,35.49,0.6443,93.64
3-Dec-08,35.52,0.6482,93.25
4-Dec-08,35.6,0.6527,92.78
5-Dec-08,35.72,0.6343,92.18
8-Dec-08,35.44,0.6644,92.77
9-Dec-08,35.4,0.66,92.44
10-Dec-08,35.37,0.6615,92.94
11-Dec-08,35.1,0.6779,91.96
12-Dec-08,34.98,0.658,91.26
15-Dec-08,34.83,0.6713,90.68
16-Dec-08,34.76,0.6775,89.98
17-Dec-08,34.53,0.6967,87.84
18-Dec-08,34.4,0.6985,89.81
19-Dec-08,34.43,0.6806,89.48
22-Dec-08,34.52,0.6832,90.07
23-Dec-08,34.6,0.6804,90.57
24-Dec-08,34.44,0.6826,90.68
25-Dec-08, , , 
26-Dec-08,34.95,0.6814,90.65
29-Dec-08,34.97,0.695,90.2
30-Dec-08,34.71,0.6906,90.37
31-Dec-08,34.72,0.6983,90.79
1-Jan-09, , , 
2-Jan-09,34.78,0.7083,91.12
5-Jan-09,34.98,0.7146,93.2
6-Jan-09,34.98,0.7187,94.2
7-Jan-09,34.82,0.7212,92.7
8-Jan-09,34.8,0.7071,91.15
9-Jan-09,34.82,0.7063,90.25
12-Jan-09,34.9,0.6814,88.92
13-Jan-09,34.87,0.6675,89.65
14-Jan-09,34.87,0.664,89.28
15-Jan-09,34.83,0.6558,89.59
16-Jan-09,34.81,0.666,90.29
19-Jan-09, , , 
20-Jan-09,34.95,0.6574,90.19
21-Jan-09,34.89,0.6495,87.8
22-Jan-09,34.84,0.6544,88.64
23-Jan-09,34.86,0.6522,88.72
26-Jan-09,34.87,0.661,89.25
27-Jan-09,34.86,0.6602,88.99
28-Jan-09,34.87,0.6699,88.87
29-Jan-09,34.88,0.655,89.77
30-Jan-09,34.94,0.638,89.83
2-Feb-09,34.95,0.632,89.86
3-Feb-09,34.93,0.6476,89.09
4-Feb-09,34.9,0.6499,89.53
5-Feb-09,34.95,0.6539,91.01
6-Feb-09,34.98,0.6715,91.95
9-Feb-09,34.99,0.6834,91.47
10-Feb-09,34.97,0.6589,90.65
11-Feb-09,35.05,0.6549,90.66
12-Feb-09,35.14,0.6507,90.55
13-Feb-09,35.12,0.6595,91.84
16-Feb-09, , , 
17-Feb-09,35.26,0.6386,92.17
18-Feb-09,35.36,0.6385,93.81
19-Feb-09,35.54,0.645,94.09
20-Feb-09,35.69,0.6419,93.87
23-Feb-09,35.61,0.6456,94.63
24-Feb-09,35.65,0.6429,96.6
25-Feb-09,35.75,0.6476,97.33
26-Feb-09,35.92,0.6536,98.55
27-Feb-09,36.11,0.6419,97.74
2-Mar-09,36.25,0.6301,97.17
3-Mar-09,36.05,0.6388,98.16
4-Mar-09,36.05,0.6499,99.34
5-Mar-09,36.13,0.6408,98.32
6-Mar-09,36.04,0.6408,97.88
9-Mar-09,36.13,0.6311,98.87
10-Mar-09,35.94,0.6473,98.39
11-Mar-09,35.91,0.6497,97.74
12-Mar-09,35.97,0.6473,97.86
13-Mar-09,35.9,0.6576,98.04
16-Mar-09,35.79,0.6611,98.17
17-Mar-09,35.81,0.6591,98.85
18-Mar-09,35.82,0.6589,98.08
19-Mar-09,35.34,0.6927,93.85
20-Mar-09,35.26,0.6892,96.18
23-Mar-09,35.33,0.6994,97.3
24-Mar-09,35.39,0.7017,97.86
25-Mar-09,35.42,0.7009,97.7
26-Mar-09,35.33,0.7022,98.47
27-Mar-09,35.35,0.6946,97.99
30-Mar-09,35.56,0.6788,97.44
31-Mar-09,35.44,0.6925,99.15
1-Apr-09,35.47,0.6941,98.93
2-Apr-09,35.26,0.7169,99.48
3-Apr-09,35.23,0.7103,99.94
6-Apr-09,35.27,0.7101,100.65
7-Apr-09,35.39,0.716,100.71
8-Apr-09,35.4,0.711,99.95
9-Apr-09,35.44,0.7168,100.43
10-Apr-09,35.39,0.7189,100.3
13-Apr-09,35.66,0.7288,100.12
14-Apr-09,35.4,0.7286,99.08
15-Apr-09,35.4,0.7228,99.37
16-Apr-09,35.33,0.7201,99.29
17-Apr-09,35.45,0.7204,99.21
20-Apr-09,35.54,0.702,98.29
21-Apr-09,35.53,0.7095,98.6
22-Apr-09,35.56,0.7109,98.14
23-Apr-09,35.47,0.7105,97.88
24-Apr-09,35.34,0.722,97.08
27-Apr-09,35.42,0.7157,96.57
28-Apr-09,35.39,0.7043,96.49
29-Apr-09,35.31,0.7268,96.97
30-Apr-09,35.23,0.7317,98.76
1-May-09,35.25,0.729,99.24
4-May-09,35.16,0.7388,99.12
5-May-09,35.07,0.7436,98.76
6-May-09,35.13,0.7467,98.6
7-May-09,34.84,0.7579,99
8-May-09,34.84,0.7609,99.01
11-May-09,34.56,0.7614,97.45
12-May-09,34.53,0.7635,96.59
13-May-09,34.49,0.757,95.75
14-May-09,34.53,0.7573,95.62
15-May-09,34.53,0.7526,94.89
18-May-09,34.54,0.7596,96.05
19-May-09,34.4,0.7741,96.1
20-May-09,34.41,0.777,95.16
21-May-09,34.39,0.7743,94.97
22-May-09,34.32,0.7853,94.45
25-May-09, , , 
26-May-09,34.44,0.7842,94.81
27-May-09,34.36,0.7874,95.01
28-May-09,34.38,0.7861,96.76
29-May-09,34.31,0.7993,95.55
1-Jun-09,34.07,0.8101,96.53
2-Jun-09,34.09,0.8194,95.72
3-Jun-09,34.01,0.8103,95.72
4-Jun-09,34.12,0.799,96.37
5-Jun-09,34.22,0.8012,98.18
8-Jun-09,34.35,0.7851,98.56
9-Jun-09,34.14,0.798,97.6
10-Jun-09,34.09,0.8043,98.13
11-Jun-09,34,0.8195,97.83
12-Jun-09,34.07,0.8132,98.17
15-Jun-09,34.14,0.792,98.03
16-Jun-09,34.07,0.8,96.26
17-Jun-09,34.13,0.7887,95.65
18-Jun-09,34.14,0.8038,96.36
19-Jun-09,34.09,0.8111,96.15
22-Jun-09,34.12,0.7896,95.9
23-Jun-09,34.12,0.7901,95.32
24-Jun-09,34.08,0.8028,95.38
25-Jun-09,34.1,0.799,96.21
26-Jun-09,34.04,0.8053,95.19
29-Jun-09,34.03,0.8066,95.84
30-Jun-09,34.06,0.8055,96.42
1-Jul-09,34.03,0.8105,96.41
2-Jul-09,34.08,0.7948,95.9
3-Jul-09,34.06,0.7986,95.95
6-Jul-09,34.09,0.7922,95
7-Jul-09,34.07,0.7963,95.11
8-Jul-09,34.07,0.778,92.9
9-Jul-09,34.04,0.7834,92.79
10-Jul-09,34.04,0.7751,92.33
13-Jul-09,34.14,0.7807,92.74
14-Jul-09,34.1,0.7895,93.03
15-Jul-09,34.05,0.8041,94.09
16-Jul-09,34.06,0.8019,93.59
17-Jul-09,34.04,0.8013,94.08
20-Jul-09,33.99,0.8131,94.52
21-Jul-09,33.99,0.8123,93.36
22-Jul-09,34,0.8161,93.77
23-Jul-09,33.96,0.8206,94.75
24-Jul-09,33.95,0.8162,94.86
27-Jul-09,33.95,0.8212,95.32
28-Jul-09,33.93,0.8287,94.6
29-Jul-09,34.02,0.8164,95.13
30-Jul-09,34.05,0.8272,95.67
31-Jul-09,34.01,0.8339,94.54
3-Aug-09,34.01,0.8428,95.23
4-Aug-09,33.96,0.8422,95.41
5-Aug-09,33.96,0.8384,94.98
6-Aug-09,33.97,0.8397,95.56
7-Aug-09,33.98,0.8371,97.65
10-Aug-09,34.01,0.8377,97.23
11-Aug-09,34.03,0.8296,95.94
12-Aug-09,34.07,0.8333,96.16
13-Aug-09,34.03,0.8396,95.46
14-Aug-09,34.02,0.8323,94.64
17-Aug-09,34.04,0.8234,94.33
18-Aug-09,34.04,0.8201,94.72
19-Aug-09,34.03,0.8293,93.87
20-Aug-09,34.01,0.8308,94.12
21-Aug-09,33.99,0.8349,94.6
24-Aug-09,34,0.8407,94.47
25-Aug-09,34.01,0.8412,94.28
26-Aug-09,34,0.8273,94.25
27-Aug-09,34,0.8355,93.57
28-Aug-09,33.99,0.8425,93.55
31-Aug-09,34.01,0.8439,92.82
1-Sep-09,34,0.8306,93.09
2-Sep-09,34.05,0.8323,92.43
3-Sep-09,34.04,0.8406,92.54
4-Sep-09,34.05,0.8485,92.75
7-Sep-09, , , 
8-Sep-09,34.02,0.8636,92.21
9-Sep-09,34,0.8639,91.85
10-Sep-09,33.99,0.8596,91.86
11-Sep-09,33.9,0.8649,90.3
14-Sep-09,33.94,0.8604,90.85
15-Sep-09,33.9,0.8603,90.95
16-Sep-09,33.73,0.8724,91
17-Sep-09,33.69,0.8731,91.15
18-Sep-09,33.68,0.8668,91.31
21-Sep-09,33.71,0.8636,91.87
22-Sep-09,33.6,0.8736,91.08
23-Sep-09,33.52,0.8722,91.45
24-Sep-09,33.58,0.8686,91.16
25-Sep-09,33.55,0.8655,89.83
28-Sep-09,33.53,0.8734,89.34
29-Sep-09,33.6,0.8701,90.26
30-Sep-09,33.46,0.8824,89.49
1-Oct-09,33.47,0.873,89.73
2-Oct-09,33.45,0.8656,89.62
5-Oct-09,33.43,0.8772,89.56
6-Oct-09,33.32,0.8912,88.77
7-Oct-09,33.36,0.8878,88.76
8-Oct-09,33.3,0.9072,88.44
9-Oct-09,33.3,0.9034,89.69
12-Oct-09, , , 
13-Oct-09,33.27,0.9074,89.71
14-Oct-09,33.35,0.9133,89.44
15-Oct-09,33.47,0.9204,90.39
16-Oct-09,33.4,0.9158,90.73
19-Oct-09,33.34,0.9266,90.72
20-Oct-09,33.35,0.9209,90.83
21-Oct-09,33.41,0.9275,91.04
22-Oct-09,33.44,0.9223,91.42
23-Oct-09,33.42,0.9255,91.88
26-Oct-09,33.38,0.92,91.96
27-Oct-09,33.41,0.9163,92.04
28-Oct-09,33.44,0.9013,91.07
29-Oct-09,33.46,0.9143,91.41
30-Oct-09,33.42,0.9038,90.5
2-Nov-09,33.41,0.9083,90.56
3-Nov-09,33.46,0.8985,90.3
4-Nov-09,33.38,0.9087,90.96
5-Nov-09,33.4,0.9083,90.45
6-Nov-09,33.35,0.9164,89.86
9-Nov-09,33.29,0.9293,89.92
10-Nov-09,33.3,0.9278,89.82
11-Nov-09, , , 
12-Nov-09,33.3,0.9248,90.4
13-Nov-09,33.23,0.9311,89.55
16-Nov-09,33.18,0.9369,89.28
17-Nov-09,33.17,0.9264,89.41
18-Nov-09,33.15,0.9302,89.36
19-Nov-09,33.19,0.9186,88.95
20-Nov-09,33.21,0.9155,88.9
23-Nov-09,33.2,0.9247,89.14
24-Nov-09,33.22,0.9169,88.58
25-Nov-09,33.11,0.9282,87.65
26-Nov-09, , , 
27-Nov-09,33.21,0.9089,86.87
30-Nov-09,33.22,0.9143,86.12
1-Dec-09,33.17,0.9249,86.62
2-Dec-09,33.14,0.9262,87.13
3-Dec-09,33.1,0.9265,88.2
4-Dec-09,33.12,0.9149,89.87
7-Dec-09,33.12,0.913,89.44
8-Dec-09,33.15,0.9083,88.41
9-Dec-09,33.11,0.9077,87.83
10-Dec-09,33.1,0.9163,88.2
11-Dec-09,33.12,0.9112,89.23
14-Dec-09,33.12,0.9156,88.65
15-Dec-09,33.15,0.9066,89.91
16-Dec-09,33.17,0.9014,89.52
17-Dec-09,33.23,0.8855,90.35
18-Dec-09,33.23,0.8866,90.47
21-Dec-09,33.22,0.8833,90.95
22-Dec-09,33.25,0.8777,91.67
23-Dec-09,33.33,0.8811,91.52
24-Dec-09,33.3,0.8828,91.69
25-Dec-09, , , 
28-Dec-09,33.37,0.8875,91.57
29-Dec-09,33.33,0.8969,91.95
30-Dec-09,33.34,0.8945,92.66
31-Dec-09,33.33,0.8979,93.08
1-Jan-10, , , 
4-Jan-10,33.18,0.9133,92.55
5-Jan-10,33.15,0.9143,91.48
6-Jan-10,33.14,0.9189,92.53
7-Jan-10,33.11,0.9168,93.31
8-Jan-10,33.13,0.9218,92.7
11-Jan-10,33.01,0.9295,91.9
12-Jan-10,33.01,0.9242,90.95
13-Jan-10,33.02,0.9225,91.38
14-Jan-10,32.85,0.9306,91.03
15-Jan-10,32.86,0.9234,90.79
18-Jan-10, , , 
19-Jan-10,32.89,0.9232,91.13
20-Jan-10,32.96,0.9085,91.23
21-Jan-10,32.96,0.9053,90.25
22-Jan-10,33.02,0.905,90.07
25-Jan-10,32.95,0.903,90.12
26-Jan-10,33.02,0.8949,89.63
27-Jan-10,33.02,0.8967,89.41
28-Jan-10,33.07,0.9024,90.08
29-Jan-10,33.17,0.8873,90.38
1-Feb-10,33.16,0.8877,90.8
2-Feb-10,33.11,0.8843,90.39
3-Feb-10,33.04,0.8818,91.11
4-Feb-10,33.14,0.8646,89.11
5-Feb-10,33.18,0.8617,89.25
8-Feb-10,33.17,0.8693,89.32
9-Feb-10,33.15,0.8772,89.45
10-Feb-10,33.16,0.874,89.88
11-Feb-10,33.16,0.8886,89.82
12-Feb-10,33.17,0.8839,90
15-Feb-10, , , 
16-Feb-10,33.15,0.8994,90.46
17-Feb-10,33.15,0.8994,90.79
18-Feb-10,33.16,0.8971,91.43
19-Feb-10,33.17,0.8954,91.94
22-Feb-10,33.1,0.8994,91.11
23-Feb-10,33.06,0.8935,90.04
24-Feb-10,33,0.8941,90.06
25-Feb-10,33.07,0.8811,88.85
26-Feb-10,33.02,0.8961,88.84
1-Mar-10,32.84,0.9001,89.28
2-Mar-10,32.71,0.9043,88.95
3-Mar-10,32.65,0.9077,88.43
4-Mar-10,32.61,0.8997,89.02
5-Mar-10,32.63,0.9065,90.32
8-Mar-10,32.69,0.9084,90.3
9-Mar-10,32.71,0.9138,89.89
10-Mar-10,32.63,0.917,90.62
11-Mar-10,32.66,0.915,90.6
12-Mar-10,32.54,0.9152,90.46
15-Mar-10,32.54,0.9117,90.45
16-Mar-10,32.42,0.9148,90.43
17-Mar-10,32.31,0.9225,90.42
18-Mar-10,32.28,0.9201,90.46
19-Mar-10,32.29,0.9164,90.5
22-Mar-10,32.33,0.9154,90.02
23-Mar-10,32.31,0.9186,90.24
24-Mar-10,32.35,0.909,91.89
25-Mar-10,32.38,0.9119,92.69
26-Mar-10,32.39,0.9042,92.56
29-Mar-10,32.34,0.9152,92.65
30-Mar-10,32.33,0.9183,92.89
31-Mar-10,32.36,0.9169,93.4
1-Apr-10,32.33,0.9212,93.83
2-Apr-10,32.34,0.9187,94.51
5-Apr-10,32.38,0.921,94.28
6-Apr-10,32.37,0.9254,93.81
7-Apr-10,32.36,0.9287,93.59
8-Apr-10,32.27,0.9283,93.16
9-Apr-10,32.2,0.9326,93.28
12-Apr-10,32.36,0.9297,93.21
13-Apr-10,32.33,0.9274,92.78
14-Apr-10,32.22,0.9359,93.01
15-Apr-10,32.22,0.9322,93.04
16-Apr-10,32.22,0.9252,92.03
19-Apr-10,32.23,0.9185,92.18
20-Apr-10,32.16,0.9312,93.28
21-Apr-10,32.17,0.9278,93.24
22-Apr-10,32.26,0.9246,93.01
23-Apr-10,32.19,0.9229,94.18
26-Apr-10,32.2,0.9273,94.06
27-Apr-10,32.22,0.917,93.01
28-Apr-10,32.31,0.922,94.07
29-Apr-10,32.24,0.9277,94.16
30-Apr-10,32.33,0.9306,94.24
3-May-10,32.33,0.9255,94.68
4-May-10,32.28,0.9125,94.58
5-May-10,32.35,0.9095,94.3
6-May-10,32.33,0.8939,92.22
7-May-10,32.26,0.889,91.67
10-May-10,32.26,0.9016,93.39
11-May-10,32.3,0.899,92.83
12-May-10,32.28,0.8926,92.93
13-May-10,32.35,0.8998,92.7
14-May-10,32.35,0.8886,91.94
17-May-10,32.34,0.8735,92.08
18-May-10,32.3,0.8727,92.52
19-May-10,32.35,0.838,91.16
20-May-10,32.35,0.825,90.07
21-May-10,32.36,0.8302,90.21
24-May-10,32.42,0.8324,90.49
25-May-10,32.54,0.8172,89.89
26-May-10,32.48,0.8291,90.28
27-May-10,32.52,0.8467,90.71
28-May-10,32.55,0.8491,90.81
31-May-10, , , 
1-Jun-10,32.58,0.8396,91.16
2-Jun-10,32.59,0.8355,92.21
3-Jun-10,32.55,0.842,92.33
4-Jun-10,32.62,0.8279,91.83
7-Jun-10,32.63,0.8192,92
8-Jun-10,32.6,0.8232,91.3
9-Jun-10,32.57,0.8337,91.54
10-Jun-10,32.48,0.8469,91.04
11-Jun-10,32.44,0.8493,91.72
14-Jun-10,32.39,0.8634,91.8
15-Jun-10,32.4,0.8616,91.25
16-Jun-10,32.38,0.8648,91.39
17-Jun-10,32.38,0.8648,90.92
18-Jun-10,32.38,0.8699,90.79
21-Jun-10,32.27,0.8818,91.18
22-Jun-10,32.31,0.8791,90.59
23-Jun-10,32.34,0.8739,89.82
24-Jun-10,32.38,0.8671,89.4
25-Jun-10,32.37,0.8682,89.35
28-Jun-10,32.35,0.8738,89.23
29-Jun-10,32.4,0.8525,88.39
30-Jun-10,32.4,0.848,88.49
1-Jul-10,32.36,0.838,87.42
2-Jul-10,32.38,0.8432,87.69
5-Jul-10, , , 
6-Jul-10,32.42,0.8555,87.55
7-Jul-10,32.46,0.8568,87.16
8-Jul-10,32.43,0.8767,88.44
9-Jul-10,32.32,0.8753,88.48
12-Jul-10,32.34,0.8733,88.53
13-Jul-10,32.35,0.8821,88.24
14-Jul-10,32.29,0.8854,88.59
15-Jul-10,32.23,0.8781,87.41
16-Jul-10,32.22,0.8707,86.4
19-Jul-10,32.27,0.8692,86.77
20-Jul-10,32.27,0.8788,87.22
21-Jul-10,32.29,0.8824,87.3
22-Jul-10,32.24,0.892,87
23-Jul-10,32.19,0.8946,87.31
26-Jul-10,32.18,0.8998,87.2
27-Jul-10,32.16,0.9017,87.88
28-Jul-10,32.23,0.8929,87.62
29-Jul-10,32.21,0.8981,86.87
30-Jul-10,32.24,0.9051,86.43
2-Aug-10,32.19,0.9135,86.42
3-Aug-10,32.16,0.915,85.88
4-Aug-10,32.13,0.916,86.26
5-Aug-10,32.05,0.9131,85.83
6-Aug-10,31.99,0.9165,85.25
9-Aug-10,31.93,0.917,85.88
10-Aug-10,31.95,0.9086,85.88
11-Aug-10,31.91,0.9006,85.36
12-Aug-10,31.89,0.8964,85.83
13-Aug-10,31.88,0.8955,86.2
16-Aug-10,31.79,0.8976,85.33
17-Aug-10,31.72,0.9067,85.51
18-Aug-10,31.59,0.8995,85.31
19-Aug-10,31.54,0.8928,85.27
20-Aug-10,31.52,0.8881,85.63
23-Aug-10,31.45,0.893,85.16
24-Aug-10,31.51,0.8862,84.16
25-Aug-10,31.47,0.8807,84.56
26-Aug-10,31.34,0.8881,84.61
27-Aug-10,31.22,0.8979,85.1
30-Aug-10,31.28,0.894,84.67
31-Aug-10,31.27,0.891,84.1
1-Sep-10,31.16,0.9093,84.48
2-Sep-10,31.15,0.9104,84.15
3-Sep-10,31.16,0.9155,84.45
6-Sep-10, , , 
7-Sep-10,31.16,0.9143,83.75
8-Sep-10,31.01,0.9185,83.85
9-Sep-10,30.79,0.9248,83.83
10-Sep-10,30.76,0.9258,84.13
13-Sep-10,30.72,0.9359,83.53
14-Sep-10,30.74,0.9436,83.05
15-Sep-10,30.84,0.9397,85.63
16-Sep-10,30.78,0.9351,85.72
17-Sep-10,30.73,0.9378,85.77
20-Sep-10,30.72,0.9479,85.74
21-Sep-10,30.8,0.9475,85.36
22-Sep-10,30.62,0.9536,84.37
23-Sep-10,30.68,0.9538,84.32
24-Sep-10,30.65,0.9584,84.24
27-Sep-10,30.55,0.9622,84.17
28-Sep-10,30.54,0.9673,83.82
29-Sep-10,30.44,0.9714,83.61
30-Sep-10,30.32,0.964,83.53
1-Oct-10,30.15,0.971,83.3
4-Oct-10,30.11,0.9666,83.33
5-Oct-10,30.09,0.9699,83.17
6-Oct-10,29.9,0.9781,82.8
7-Oct-10,29.93,0.9815,82.35
8-Oct-10,29.95,0.9866,81.86
11-Oct-10, , , 
12-Oct-10,29.94,0.9848,81.74
13-Oct-10,29.83,0.9922,81.81
14-Oct-10,29.79,0.9943,81.44
15-Oct-10,29.79,0.9883,81.32
18-Oct-10,29.85,0.9917,81.16
19-Oct-10,29.96,0.9758,81.6
20-Oct-10,29.88,0.9848,81.14
21-Oct-10,29.81,0.9838,81.16
22-Oct-10,29.92,0.9784,81.48
25-Oct-10,29.82,0.9933,80.61
26-Oct-10,29.88,0.9863,81.28
27-Oct-10,29.97,0.9699,81.55
28-Oct-10,29.92,0.9787,80.99
29-Oct-10,29.92,0.9798,80.48
1-Nov-10,29.85,0.9878,80.66
2-Nov-10,29.79,0.999,80.8
3-Nov-10,29.76,0.9967,81.41
4-Nov-10,29.67,1.0143,80.61
5-Nov-10,29.61,1.0138,81.35
8-Nov-10,29.58,1.0134,81.14
9-Nov-10,29.49,1.012,81.15
10-Nov-10,29.58,1.0025,82.53
11-Nov-10, , , 
12-Nov-10,29.79,0.9906,82.44
15-Nov-10,29.89,0.9904,82.9
16-Nov-10,29.9,0.9755,83.41
17-Nov-10,30.01,0.9821,83.15
18-Nov-10,29.95,0.989,83.64
19-Nov-10,29.96,0.9846,83.49
22-Nov-10,29.92,0.9867,83.46
23-Nov-10,30.03,0.973,82.86
24-Nov-10,29.99,0.9822,83.38
25-Nov-10, , , 
26-Nov-10,30.26,0.964,84.08
29-Nov-10,30.18,0.9594,84.34
30-Nov-10,30.17,0.9607,83.56
1-Dec-10,30.04,0.9675,84
2-Dec-10,30.01,0.9774,83.53
3-Dec-10,30.03,0.9877,82.73
6-Dec-10,30.01,0.9883,82.7
7-Dec-10,29.98,0.9894,83.04
8-Dec-10,30.1,0.978,84.16
9-Dec-10,30.06,0.9823,83.85
10-Dec-10,30.04,0.9856,83.87
13-Dec-10,30.03,0.9942,83.57
14-Dec-10,29.99,0.9998,83.52
15-Dec-10,30.05,0.9917,84.04
16-Dec-10,30.13,0.9866,84.23
17-Dec-10,30.13,0.9854,84.15
20-Dec-10,30.15,0.9933,83.72
21-Dec-10,30.14,0.9972,83.76
22-Dec-10,30.14,1.0003,83.56
23-Dec-10,30.14,1.0051,82.97
24-Dec-10, , , 
27-Dec-10,30.16,1.0026,82.91
28-Dec-10,30.16,1.0112,82.21
29-Dec-10,30.15,1.0153,81.9
30-Dec-10,30.16,1.0122,81.67
31-Dec-10, , , 
3-Jan-11,30.05,1.02,81.56
4-Jan-11,30.08,1.0044,81.96
5-Jan-11,30.2,1.0003,83.22
6-Jan-11,30.24,0.9959,83.15
7-Jan-11,30.32,0.9954,83.04
10-Jan-11,30.63,0.9936,82.78
11-Jan-11,30.51,0.9873,83.36
12-Jan-11,30.37,0.9934,83.29
13-Jan-11,30.37,1.0003,82.72
14-Jan-11,30.49,0.9886,82.99
17-Jan-11, , , 
18-Jan-11,30.46,0.998,82.66
19-Jan-11,30.46,1.003,82.03
20-Jan-11,30.62,0.9868,83.02
21-Jan-11,30.69,0.9892,82.63
24-Jan-11,30.89,1.0001,82.44
25-Jan-11,30.94,0.991,82.35
26-Jan-11,30.8,0.9948,82.27
27-Jan-11,30.92,0.9907,83.03
28-Jan-11,31.01,0.9926,82.03
31-Jan-11,30.86,0.9976,81.97
1-Feb-11,30.87,1.0122,81.48
2-Feb-11,30.86,1.0062,81.82
3-Feb-11,30.9,1.0143,81.48
4-Feb-11,30.8,1.0139,81.99
7-Feb-11,30.7,1.0139,82.4
8-Feb-11,30.68,1.0176,81.92
9-Feb-11,30.71,1.0095,82.47
10-Feb-11,30.79,1.0061,83.11
11-Feb-11,30.77,1.0001,83.52
14-Feb-11,30.72,1.0024,83.32
15-Feb-11,30.69,0.9989,83.79
16-Feb-11,30.6,0.9984,83.73
17-Feb-11,30.59,1.0116,83.25
18-Feb-11,30.55,1.0144,83.22
21-Feb-11, , , 
22-Feb-11,30.6,0.9992,82.94
23-Feb-11,30.59,1.0001,82.39
24-Feb-11,30.6,1.0088,81.67
25-Feb-11,30.62,1.0155,81.76
28-Feb-11,30.57,1.0174,81.94
1-Mar-11,30.52,1.0159,81.86
2-Mar-11,30.52,1.0157,81.62
3-Mar-11,30.45,1.0131,82.41
4-Mar-11,30.44,1.0111,82.35
7-Mar-11,30.39,1.011,82.12
8-Mar-11,30.33,1.0113,82.69
9-Mar-11,30.29,1.0111,82.78
10-Mar-11,30.38,1.0017,82.98
11-Mar-11,30.36,1.011,81.77
14-Mar-11,30.33,1.0073,81.65
15-Mar-11,30.41,0.99,80.82
16-Mar-11,30.38,0.9842,80.17
17-Mar-11,30.26,0.9823,78.74
18-Mar-11,30.27,0.9953,81.14
21-Mar-11,30.25,1.0044,81.11
22-Mar-11,30.19,1.0118,81
23-Mar-11,30.27,1.0105,80.94
24-Mar-11,30.23,1.0219,80.82
25-Mar-11,30.23,1.0282,81.12
28-Mar-11,30.28,1.0281,81.67
29-Mar-11,30.32,1.0264,82.38
30-Mar-11,30.32,1.0319,82.98
31-Mar-11,30.24,1.0358,82.76
1-Apr-11,30.26,1.0387,84.05
4-Apr-11,30.2,1.0352,83.98
5-Apr-11,30.17,1.0346,84.65
6-Apr-11,30.13,1.0425,85.26
7-Apr-11,30.07,1.0456,84.98
8-Apr-11,30.01,1.0531,84.99
11-Apr-11,30.06,1.0534,84.58
12-Apr-11,30.16,1.047,83.79
13-Apr-11,30.14,1.0504,83.59
14-Apr-11,30.13,1.0523,83.23
15-Apr-11,30.12,1.0558,83.13
18-Apr-11,30.1,1.049,82.43
19-Apr-11,30.03,1.0507,82.41
20-Apr-11,29.93,1.0677,82.58
21-Apr-11,29.89,1.0747,81.81
22-Apr-11,29.89,1.0735,81.92
25-Apr-11,29.92,1.0717,81.93
26-Apr-11,29.95,1.0772,81.93
27-Apr-11,29.95,1.079,82.6
28-Apr-11,29.92,1.0893,81.57
29-Apr-11,29.86,1.0937,81.31
2-May-11,29.81,1.097,81.23
3-May-11,29.96,1.0921,81.02
4-May-11,30.03,1.0765,80.69
5-May-11,30.16,1.0642,80.12
6-May-11,30.15,1.0763,80.51
9-May-11,30.19,1.0754,80.66
10-May-11,30.16,1.0803,80.75
11-May-11,30.12,1.0756,80.78
12-May-11,30.27,1.0652,80.75
13-May-11,30.23,1.0565,80.76
16-May-11,30.28,1.062,80.82
17-May-11,30.31,1.0539,81.39
18-May-11,30.23,1.0617,81.37
19-May-11,30.26,1.0614,81.78
20-May-11,30.25,1.0644,81.64
23-May-11,30.4,1.0496,81.81
24-May-11,30.38,1.0555,82.12
25-May-11,30.42,1.0537,81.96
26-May-11,30.42,1.059,81.44
27-May-11,30.3,1.0711,80.75
30-May-11, , , 
31-May-11,30.31,1.066,81.29
1-Jun-11,30.2,1.0716,80.82
2-Jun-11,30.3,1.0617,80.98
3-Jun-11,30.27,1.0714,80.38
6-Jun-11,30.26,1.0737,80.19
7-Jun-11,30.28,1.0713,80.21
8-Jun-11,30.38,1.0635,79.87
9-Jun-11,30.39,1.0642,80.07
10-Jun-11,30.42,1.0567,80.26
13-Jun-11,30.46,1.0562,80.16
14-Jun-11,30.42,1.0691,80.5
15-Jun-11,30.51,1.0621,80.71
16-Jun-11,30.59,1.0541,80.7
17-Jun-11,30.53,1.062,80.1
20-Jun-11,30.54,1.0587,80.26
21-Jun-11,30.46,1.0598,80.15
22-Jun-11,30.38,1.0633,80.06
23-Jun-11,30.58,1.0484,80.45
24-Jun-11,30.69,1.0523,80.32
27-Jun-11,30.9,1.0439,80.89
28-Jun-11,30.94,1.0521,80.85
29-Jun-11,30.79,1.0673,80.8
30-Jun-11,30.7,1.0732,80.64
1-Jul-11,30.76,1.0754,80.81
4-Jul-11, , , 
5-Jul-11,30.46,1.0698,81.14
6-Jul-11,30.45,1.0696,80.9
7-Jul-11,30.28,1.0764,81.26
8-Jul-11,30.22,1.0727,80.64
11-Jul-11,30.3,1.0662,80.37
12-Jul-11,30.31,1.0626,79.53
