Date,US_THB,US_AUD,US_JPY
10-Apr-06,37.98,0.7282,118.66
11-Apr-06,38,0.7327,118.61
12-Apr-06,38.06,0.7315,118.47
13-Apr-06,38.06,0.7285,118.42
14-Apr-06,38.05,0.7289,118.65
17-Apr-06,37.95,0.7375,117.68
18-Apr-06,37.85,0.7385,117.75
19-Apr-06,37.78,0.7465,117.58
20-Apr-06,37.8,0.7376,117.49
21-Apr-06,37.81,0.7444,116.91
24-Apr-06,37.53,0.7444,114.93
25-Apr-06,37.6,0.7456,114.83
26-Apr-06,37.69,0.7535,114.72
27-Apr-06,37.5,0.7564,114.02
28-Apr-06,37.51,0.7593,113.79
1-May-06,37.4,0.7607,113.06
2-May-06,37.55,0.7631,113.26
3-May-06,37.69,0.7711,113.44
4-May-06,37.71,0.7726,113.46
5-May-06,37.62,0.7707,112.45
8-May-06,37.51,0.7697,111.55
9-May-06,37.58,0.7724,111.31
10-May-06,37.59,0.7763,110.55
11-May-06,37.63,0.7781,110.26
12-May-06,37.9,0.7728,110.49
15-May-06,38.24,0.7627,110.21
16-May-06,38.02,0.7656,110.07
17-May-06,38.07,0.7594,110.6
18-May-06,38.1,0.7652,110.89
19-May-06,38.18,0.7569,111.76
22-May-06,38.44,0.7509,111.62
23-May-06,38.2,0.7546,111.35
24-May-06,38.54,0.7526,112.8
25-May-06,38.3,0.7585,111.92
26-May-06,38.33,0.7577,112.58
29-May-06, , , 
30-May-06,38.16,0.7619,112.18
31-May-06,38.07,0.7519,112.26
1-Jun-06,38.1,0.748,112.43
2-Jun-06,38.07,0.751,111.66
5-Jun-06,38.13,0.7527,111.7
6-Jun-06,38.24,0.7422,113.26
7-Jun-06,38.26,0.7422,113.35
8-Jun-06,38.43,0.743,114.22
9-Jun-06,38.37,0.7499,113.89
12-Jun-06,38.42,0.7466,114.17
13-Jun-06,38.48,0.7408,115.06
14-Jun-06,38.37,0.7396,114.85
15-Jun-06,38.37,0.7377,115.06
16-Jun-06,38.4,0.7389,115.12
19-Jun-06,38.49,0.7375,115.26
20-Jun-06,38.37,0.7372,115.02
21-Jun-06,38.36,0.7371,114.76
22-Jun-06,38.43,0.7349,115.94
23-Jun-06,38.44,0.7315,116.26
26-Jun-06,38.47,0.7301,116.38
27-Jun-06,38.44,0.734,116.26
28-Jun-06,38.45,0.7284,116.42
29-Jun-06,38.44,0.7316,116.17
30-Jun-06,38.14,0.7423,114.51
3-Jul-06,38,0.7436,114.92
4-Jul-06, , , 
5-Jul-06,38.19,0.7407,115.65
6-Jul-06,38.15,0.7459,115.18
7-Jul-06,37.81,0.7514,113.98
10-Jul-06,37.81,0.7484,113.97
11-Jul-06,37.81,0.7526,114.15
12-Jul-06,37.85,0.7536,115.41
13-Jul-06,37.87,0.7539,115.45
14-Jul-06,38.02,0.7541,116.33
17-Jul-06,38.17,0.7493,117.08
18-Jul-06,38.16,0.7464,117.44
19-Jul-06,38.11,0.7485,117.08
20-Jul-06,37.97,0.7516,116.83
21-Jul-06,37.97,0.7529,116.34
24-Jul-06,37.99,0.7536,116.65
25-Jul-06,38.01,0.7529,117.3
26-Jul-06,37.96,0.7594,116.85
27-Jul-06,37.78,0.7641,115.55
28-Jul-06,37.92,0.7663,114.74
31-Jul-06,37.83,0.7664,114.44
1-Aug-06,37.9,0.7632,114.96
2-Aug-06,37.85,0.7639,114.54
3-Aug-06,37.88,0.76,115.27
4-Aug-06,37.74,0.7658,114.21
7-Aug-06,37.71,0.7637,114.85
8-Aug-06,37.56,0.7609,115.01
9-Aug-06,37.53,0.7667,115.14
10-Aug-06,37.5,0.7671,115.59
11-Aug-06,37.32,0.7673,116.18
14-Aug-06,37.35,0.7599,116.53
15-Aug-06,37.39,0.7649,115.96
16-Aug-06,37.37,0.7699,115.71
17-Aug-06,37.54,0.7639,115.44
18-Aug-06,37.53,0.7579,115.79
21-Aug-06,37.46,0.764,115.86
22-Aug-06,37.61,0.7625,116.61
23-Aug-06,37.59,0.7628,116.43
24-Aug-06,37.65,0.7632,116.38
25-Aug-06,37.67,0.7568,117.31
28-Aug-06,37.65,0.7586,117.15
29-Aug-06,37.56,0.7607,116.92
30-Aug-06,37.58,0.7645,117.07
31-Aug-06,37.56,0.763,117.35
1-Sep-06,37.48,0.7663,117.21
4-Sep-06, , , 
5-Sep-06,37.35,0.7704,116.04
6-Sep-06,37.35,0.7659,116.73
7-Sep-06,37.35,0.76,116.3
8-Sep-06,37.44,0.754,116.89
11-Sep-06,37.49,0.751,117.57
12-Sep-06,37.42,0.7528,117.82
13-Sep-06,37.35,0.7537,117.47
14-Sep-06,37.3,0.7548,117.47
15-Sep-06,37.24,0.7517,117.72
18-Sep-06,37.27,0.7537,118.02
19-Sep-06,37.42,0.7539,117.6
20-Sep-06,37.78,0.7544,117.29
21-Sep-06,37.42,0.756,116.76
22-Sep-06,37.33,0.7513,116.45
25-Sep-06,37.46,0.7517,116.43
26-Sep-06,37.49,0.7513,117.16
27-Sep-06,37.53,0.7495,117.53
28-Sep-06,37.51,0.7487,117.84
29-Sep-06,37.56,0.7461,117.99
2-Oct-06,37.59,0.7484,117.66
3-Oct-06,37.55,0.7442,117.84
4-Oct-06,37.58,0.7437,118.02
5-Oct-06,37.57,0.7449,117.69
6-Oct-06,37.51,0.7434,118.89
9-Oct-06, , , 
10-Oct-06,37.46,0.7442,119.68
11-Oct-06,37.42,0.7444,119.49
12-Oct-06,37.48,0.7507,119.53
13-Oct-06,37.44,0.7506,119.81
16-Oct-06,37.4,0.7537,119.25
17-Oct-06,37.33,0.754,118.63
18-Oct-06,37.37,0.7538,119.09
19-Oct-06,37.28,0.7586,118.35
20-Oct-06,37.28,0.758,118.73
23-Oct-06,37.26,0.7576,119.32
24-Oct-06,37.2,0.7584,119.25
25-Oct-06,37.07,0.7603,119.13
26-Oct-06,36.98,0.7621,118.62
27-Oct-06,36.7,0.7685,117.61
30-Oct-06,36.73,0.7692,117.38
31-Oct-06,36.71,0.7743,116.82
1-Nov-06,36.66,0.7752,117.01
2-Nov-06,36.67,0.7741,117.12
3-Nov-06,36.71,0.7699,118.06
6-Nov-06,36.7,0.7707,118.4
7-Nov-06,36.64,0.776,117.44
8-Nov-06,36.68,0.7707,117.74
9-Nov-06,36.64,0.7688,117.92
10-Nov-06,36.58,0.7673,117.47
13-Nov-06,36.52,0.7629,118.14
14-Nov-06,36.4,0.7656,117.72
15-Nov-06,36.51,0.7643,118.06
16-Nov-06,36.51,0.7683,118.12
17-Nov-06,36.57,0.7686,117.73
20-Nov-06,36.6,0.7682,118.16
21-Nov-06,36.57,0.7693,118
22-Nov-06,36.55,0.7758,116.61
23-Nov-06, , , 
24-Nov-06,36.5,0.7782,115.93
27-Nov-06,36.41,0.7785,116.12
28-Nov-06,36.25,0.7825,116.14
29-Nov-06,35.99,0.7836,116.29
30-Nov-06,35.86,0.7896,115.55
1-Dec-06,35.8,0.7914,115.33
4-Dec-06,35.75,0.7894,115.37
5-Dec-06,35.54,0.7863,114.98
6-Dec-06,35.65,0.7876,115.07
7-Dec-06,35.55,0.7909,115.13
8-Dec-06,35.55,0.7861,116.23
11-Dec-06,35.56,0.7841,117.02
12-Dec-06,35.27,0.7846,117.15
13-Dec-06,35.23,0.7867,117.43
14-Dec-06,35.19,0.784,117.61
15-Dec-06,35.19,0.7826,117.84
18-Dec-06,35.81,0.7795,118.14
19-Dec-06,35.92,0.7843,117.93
20-Dec-06,36.1,0.7859,118.39
21-Dec-06,36.5,0.7852,118.26
22-Dec-06,36.31,0.783,118.9
25-Dec-06, , , 
26-Dec-06,35.87,0.7829,118.93
27-Dec-06,35.77,0.7841,118.76
28-Dec-06,35.22,0.7881,118.95
29-Dec-06,36.1,0.7884,119.02
1-Jan-07, , , 
2-Jan-07,35.5,0.796,118.83
3-Jan-07,35.45,0.7914,119.58
4-Jan-07,35.7,0.7859,119.28
5-Jan-07,35.7,0.7797,118.77
8-Jan-07,35.5,0.7813,118.49
9-Jan-07,35.89,0.7795,119.45
10-Jan-07,35.96,0.7766,119.52
11-Jan-07,35.86,0.7823,120.49
12-Jan-07,35.88,0.7826,120.36
15-Jan-07, , , 
16-Jan-07,35.79,0.7826,120.64
17-Jan-07,35.65,0.7865,120.54
18-Jan-07,35.2,0.7886,121.32
19-Jan-07,35.17,0.7892,121.22
22-Jan-07,35.03,0.7893,121.56
23-Jan-07,35,0.7921,121.54
24-Jan-07,35.19,0.7818,120.77
25-Jan-07,34.07,0.7774,120.97
26-Jan-07,33.4,0.7724,121.53
29-Jan-07,34,0.7726,121.81
30-Jan-07,34.25,0.7724,121.7
31-Jan-07,34.78,0.774,121.02
1-Feb-07,35.13,0.7746,120.67
2-Feb-07,34.92,0.7747,121.02
5-Feb-07,34.48,0.7769,120.34
6-Feb-07,34.08,0.7769,120.35
7-Feb-07,34.18,0.7786,120.65
8-Feb-07,34.22,0.7812,121.19
9-Feb-07,33.6,0.7765,121.59
12-Feb-07,33.6,0.7726,121.77
13-Feb-07,33.4,0.7774,121.24
14-Feb-07,33.36,0.7833,120.8
15-Feb-07,33.33,0.7847,119.49
16-Feb-07,33.21,0.7868,119.23
19-Feb-07, , , 
20-Feb-07,33.63,0.7852,120.1
21-Feb-07,33.7,0.7899,120.99
22-Feb-07,33.82,0.7895,121.3
23-Feb-07,33.52,0.792,121.1
26-Feb-07,33.77,0.7931,120.76
27-Feb-07,34.13,0.7933,118.67
28-Feb-07,33.8,0.7892,118.33
1-Mar-07,33.68,0.7863,117.53
2-Mar-07,33.56,0.7834,116.82
5-Mar-07,33.13,0.7728,116.01
6-Mar-07,32.65,0.7737,116.5
7-Mar-07,32.7,0.7765,116.41
8-Mar-07,33.05,0.7758,117.35
9-Mar-07,32.71,0.7806,118.15
12-Mar-07,32.82,0.7839,117.51
13-Mar-07,32.91,0.7871,116.96
14-Mar-07,32.85,0.786,116.33
15-Mar-07,32.9,0.7884,117.26
16-Mar-07,32.8,0.7948,116.77
19-Mar-07,32.95,0.7996,117.58
20-Mar-07,32.75,0.8016,117.32
21-Mar-07,31.9,0.8015,117.83
22-Mar-07,31.8,0.8083,117.79
23-Mar-07,32.1,0.8062,117.82
26-Mar-07,32.45,0.8097,117.84
27-Mar-07,31.92,0.8089,117.8
28-Mar-07,31.95,0.8064,116.83
29-Mar-07,32.3,0.8078,117.75
30-Mar-07,32.25,0.8104,117.56
2-Apr-07,32.45,0.8166,117.69
3-Apr-07,32.45,0.8131,118.83
4-Apr-07,32.17,0.818,118.72
5-Apr-07,32.2,0.8193,118.66
6-Apr-07,32.43,0.8177,119.33
9-Apr-07,32.4,0.8167,119.28
10-Apr-07,32.6,0.825,119.07
11-Apr-07,32.19,0.8259,119.36
12-Apr-07,32.33,0.8276,118.99
13-Apr-07,32.4,0.8326,119.27
16-Apr-07,32.55,0.8327,119.84
17-Apr-07,32.4,0.8367,118.96
18-Apr-07,32.3,0.8353,118.27
19-Apr-07,32.49,0.8356,118.36
20-Apr-07,32.35,0.8363,118.81
23-Apr-07,32.4,0.8339,118.47
24-Apr-07,32.58,0.8284,118.52
25-Apr-07,32.2,0.8333,118.62
26-Apr-07,32.35,0.8254,119.5
27-Apr-07,32.8,0.8311,119.59
30-Apr-07,32.8,0.8326,119.44
1-May-07,32.95,0.8287,119.77
2-May-07,32.65,0.8247,120.05
3-May-07,32.82,0.8241,120.33
4-May-07,32.55,0.8207,120.16
7-May-07,32.51,0.8254,119.96
8-May-07,32.65,0.8277,119.89
9-May-07,32.65,0.8285,119.8
10-May-07,32.53,0.832,120.37
11-May-07,32.75,0.8326,120.19
14-May-07,33.35,0.8333,120.37
15-May-07,33.08,0.8348,120.22
16-May-07,33.4,0.8248,120.74
17-May-07,33.16,0.8219,121.3
18-May-07,32.87,0.825,121.09
21-May-07,32.9,0.82,121.57
22-May-07,32.8,0.8213,121.47
23-May-07,32.68,0.8246,121.52
24-May-07,32.73,0.8207,121.46
25-May-07,32.55,0.819,121.72
28-May-07, , , 
29-May-07,32.78,0.8202,121.79
30-May-07,32.6,0.822,121.48
31-May-07,33.03,0.8272,121.76
1-Jun-07,32.9,0.8313,122.1
4-Jun-07,32.81,0.8341,121.72
5-Jun-07,32.75,0.8371,121.49
6-Jun-07,32.71,0.8408,121.08
7-Jun-07,32.59,0.8447,121.34
8-Jun-07,32.6,0.8427,121.62
11-Jun-07,32.38,0.8426,121.78
12-Jun-07,32.4,0.8439,121.76
13-Jun-07,32.45,0.8402,122.37
14-Jun-07,32.4,0.8349,122.97
15-Jun-07,32.5,0.84,123.55
18-Jun-07,32.43,0.8421,123.67
19-Jun-07,32.15,0.846,123.39
20-Jun-07,32.21,0.8458,123.6
21-Jun-07,32.2,0.8468,123.68
22-Jun-07,32.18,0.8482,124.09
25-Jun-07,32.15,0.848,123.84
26-Jun-07,31.98,0.8474,123.49
27-Jun-07,31.55,0.8375,122.52
28-Jun-07,31.65,0.8461,123.01
29-Jun-07,31.68,0.8491,123.39
2-Jul-07,31.65,0.8596,122.32
3-Jul-07,31.7,0.8543,122.4
4-Jul-07, , , 
5-Jul-07,31.06,0.8561,122.82
6-Jul-07,31.28,0.8569,123.27
9-Jul-07,31.6,0.8605,123.34
10-Jul-07,31.26,0.8622,122.19
11-Jul-07,30.52,0.8614,122.13
12-Jul-07,30.9,0.8638,122.5
13-Jul-07,30.42,0.8688,121.99
16-Jul-07,29.85,0.8722,121.9
17-Jul-07,30.05,0.8732,122.36
18-Jul-07,30.19,0.8778,121.83
19-Jul-07,30.06,0.8796,122.06
20-Jul-07,29.7,0.8796,121.15
23-Jul-07,29.28,0.8835,121.31
24-Jul-07,29.5,0.8841,120.57
25-Jul-07,30.08,0.8828,120.33
26-Jul-07,29.5,0.878,119.14
27-Jul-07,29.75,0.856,118.56
30-Jul-07,29.8,0.8509,118.41
31-Jul-07,29.97,0.8594,119.13
1-Aug-07,29.82,0.8537,118.71
2-Aug-07,29.8,0.8595,119.35
3-Aug-07,29.93,0.8573,118.43
6-Aug-07,30.03,0.8572,118.04
7-Aug-07,30.23,0.8543,118.48
8-Aug-07,30.77,0.8618,119.76
9-Aug-07,31.1,0.8542,118.69
10-Aug-07,31.48,0.8455,118
13-Aug-07,31.28,0.843,118.47
14-Aug-07,31.74,0.8384,118.21
15-Aug-07,32.4,0.8243,117.19
16-Aug-07,33,0.786,114.03
17-Aug-07,33.17,0.7887,113.81
20-Aug-07,32.75,0.8005,114.49
21-Aug-07,32.85,0.8,114.42
22-Aug-07,32.43,0.8043,114.95
23-Aug-07,32.48,0.8134,115.81
24-Aug-07,32.95,0.8242,116.12
27-Aug-07,32.85,0.8288,116.05
28-Aug-07,32.6,0.8207,114.7
29-Aug-07,32.7,0.819,115.52
30-Aug-07,32.45,0.8183,115.81
31-Aug-07,32.5,0.8157,115.83
3-Sep-07,32.5,0.8157,115.83
4-Sep-07,32.5,0.8245,116.21
5-Sep-07,32.45,0.8245,115.15
6-Sep-07,32.5,0.8275,115.33
7-Sep-07,32.45,0.8259,113.57
10-Sep-07,32.46,0.8238,113.43
11-Sep-07,32.15,0.831,113.97
12-Sep-07,32.1,0.8401,114.24
13-Sep-07,32.05,0.8395,115.37
14-Sep-07,31.9,0.8415,115.31
17-Sep-07,32.15,0.8328,114.93
18-Sep-07,31.88,0.8363,115.75
19-Sep-07,32,0.8555,116.21
20-Sep-07,31.85,0.8641,114.18
21-Sep-07,31.7,0.865,115.6
24-Sep-07,31.75,0.8669,114.92
25-Sep-07,31.8,0.8691,114.48
26-Sep-07,31.5,0.8749,115.66
27-Sep-07,31.59,0.8776,115.76
28-Sep-07,31.85,0.8855,114.97
1-Oct-07,31.8,0.8931,115.91
2-Oct-07,31.65,0.8846,115.83
3-Oct-07,31.59,0.8882,116.74
4-Oct-07,31.65,0.8883,116.59
5-Oct-07,31.53,0.8998,116.83
8-Oct-07,31.53,0.8998,116.83
9-Oct-07,31.41,0.8975,116.98
10-Oct-07,31.4,0.8992,117.17
11-Oct-07,31.42,0.9043,117.71
12-Oct-07,31.45,0.9042,117.5
15-Oct-07,31.46,0.9012,117.37
16-Oct-07,31.4,0.886,116.61
17-Oct-07,31.45,0.8942,116.62
18-Oct-07,31.49,0.8947,115.64
19-Oct-07,31.48,0.8935,115.15
22-Oct-07,31.46,0.8785,114.07
23-Oct-07,31.49,0.8943,114.65
24-Oct-07,31.5,0.8997,113.94
25-Oct-07,31.5,0.9059,114.09
26-Oct-07,31.7,0.9163,114.01
29-Oct-07,31.71,0.9211,114.69
30-Oct-07,31.55,0.9185,114.72
31-Oct-07,31.45,0.9271,115.27
1-Nov-07,31.6,0.9186,114.87
2-Nov-07,31.73,0.918,114.74
5-Nov-07,31.61,0.9196,114.54
6-Nov-07,31.36,0.9253,114.51
7-Nov-07,31.6,0.9369,113.29
8-Nov-07,31.53,0.9266,112.66
9-Nov-07,31.5,0.9145,110.9
12-Nov-07, , , 
13-Nov-07,31.53,0.8893,110.31
14-Nov-07,31.4,0.9002,111.38
15-Nov-07,31.55,0.8921,110.78
16-Nov-07,31.53,0.8909,111.05
19-Nov-07,31.48,0.8835,110.05
20-Nov-07,31.5,0.8874,110.05
21-Nov-07,31.43,0.8698,108.54
22-Nov-07,31.43,0.8698,108.54
23-Nov-07,31.1,0.8744,108.17
26-Nov-07,31.1,0.8778,108.17
27-Nov-07,31.1,0.8744,108.64
28-Nov-07,30.8,0.8817,110.38
29-Nov-07,30.8,0.883,109.94
30-Nov-07,30.62,0.8848,111.02
3-Dec-07,30.62,0.8828,110.44
4-Dec-07,30.47,0.8726,109.68
5-Dec-07,30.3,0.8709,110.85
6-Dec-07,30.15,0.8731,111.05
7-Dec-07,30.28,0.8807,111.72
10-Dec-07,29.9,0.8829,111.6
11-Dec-07,30.25,0.8867,111.77
12-Dec-07,30.14,0.8857,112.36
13-Dec-07,30.1,0.8745,112.26
14-Dec-07,30.05,0.862,113.35
17-Dec-07,30.25,0.857,113.2
18-Dec-07,30.25,0.8557,113.17
19-Dec-07,30.48,0.8567,113.44
20-Dec-07,30.42,0.8577,112.97
21-Dec-07,30.1,0.8657,113.95
24-Dec-07,30.15,0.8705,114.45
25-Dec-07, , , 
26-Dec-07,30.05,0.8734,114.08
27-Dec-07,29.8,0.8773,114
28-Dec-07,29.9,0.874,112.93
31-Dec-07,29.5,0.8776,111.71
1-Jan-08, , , 
2-Jan-08,29.85,0.8812,109.7
3-Jan-08,29.83,0.8819,109.58
4-Jan-08,29.7,0.8762,108.38
7-Jan-08,29.75,0.8712,109.1
8-Jan-08,29.7,0.8812,109.29
9-Jan-08,29.55,0.8801,109.4
10-Jan-08,29.36,0.8891,109.38
11-Jan-08,29.45,0.8927,109.11
14-Jan-08,29.65,0.8981,108.18
15-Jan-08,29.8,0.8875,107.07
16-Jan-08,29.6,0.878,107.27
17-Jan-08,30.1,0.8827,107.01
18-Jan-08,30.8,0.8759,106.82
21-Jan-08, , , 
22-Jan-08,30.65,0.8684,106.76
23-Jan-08,31,0.8654,105.42
24-Jan-08,31.09,0.879,106.68
25-Jan-08,31.12,0.8817,107.31
28-Jan-08,31.38,0.8833,106.65
29-Jan-08,31.35,0.8895,107.08
30-Jan-08,31.45,0.8893,107.25
31-Jan-08,31.22,0.8968,106.74
1-Feb-08,31.05,0.9035,106.3
4-Feb-08,30.91,0.9091,106.73
5-Feb-08,31.11,0.8997,106.94
6-Feb-08,31.01,0.8983,106.75
7-Feb-08,31.43,0.8942,106.82
8-Feb-08,31.3,0.8945,107.34
11-Feb-08,31.83,0.9027,106.64
12-Feb-08,32.08,0.9058,107.42
13-Feb-08,32.03,0.8934,108.15
14-Feb-08,31.92,0.9034,107.97
15-Feb-08,31.56,0.9069,107.67
18-Feb-08, , , 
19-Feb-08,31.65,0.9203,107.5
20-Feb-08,31.53,0.9148,107.97
21-Feb-08,31.3,0.9206,107.6
22-Feb-08,31.18,0.9205,106.98
25-Feb-08,31.18,0.9232,107.88
26-Feb-08,30.1,0.9292,107.73
27-Feb-08,29.9,0.9417,106.38
28-Feb-08,29.53,0.9463,105.64
29-Feb-08,30.88,0.937,104.19
3-Mar-08,31.51,0.9409,103.57
4-Mar-08,31.45,0.9227,102.67
5-Mar-08,31.51,0.9319,103.99
6-Mar-08,31.56,0.9317,103.1
7-Mar-08,31.48,0.9283,102.69
10-Mar-08,31.5,0.9177,101.8
11-Mar-08,31.52,0.9249,102.87
12-Mar-08,31.55,0.9322,102.38
13-Mar-08,31.45,0.9411,100.58
14-Mar-08,31.35,0.9371,100.2
17-Mar-08,31.4,0.9184,96.88
18-Mar-08,31.1,0.9271,98.23
19-Mar-08,31.14,0.9214,99.34
20-Mar-08,31.25,0.8958,98.79
21-Mar-08,31.24,0.9016,99.4
24-Mar-08,31.45,0.9062,100.77
25-Mar-08,31.49,0.9136,100.07
26-Mar-08,31.37,0.9196,99.12
27-Mar-08,31.35,0.9202,99.87
28-Mar-08,31.38,0.9188,99.71
31-Mar-08,31.44,0.9132,99.85
1-Apr-08,31.38,0.9067,101.77
2-Apr-08,31.51,0.9134,102.77
3-Apr-08,31.6,0.9152,102.21
4-Apr-08,31.66,0.9214,101.75
7-Apr-08,31.63,0.9274,102.62
8-Apr-08,31.67,0.9278,102.55
9-Apr-08,31.74,0.9283,101.83
10-Apr-08,31.51,0.9324,101.71
11-Apr-08,31.56,0.929,101.09
14-Apr-08,31.53,0.9229,100.87
15-Apr-08,31.58,0.9245,101.33
16-Apr-08,31.44,0.9396,101.4
17-Apr-08,31.4,0.937,102.22
18-Apr-08,31.51,0.9294,104.56
21-Apr-08,31.45,0.9418,103.38
22-Apr-08,31.43,0.9458,102.7
23-Apr-08,31.46,0.9488,103.55
24-Apr-08,31.55,0.9395,104.2
25-Apr-08,31.7,0.933,104.17
28-Apr-08,31.67,0.9395,104.3
29-Apr-08,31.66,0.9347,103.4
30-Apr-08,31.64,0.9419,104.53
1-May-08,31.62,0.9338,104.04
2-May-08,31.67,0.9366,105.33
5-May-08,31.64,0.9454,105.12
6-May-08,31.67,0.9481,104.54
7-May-08,31.7,0.9426,105.28
8-May-08,31.67,0.943,103.87
9-May-08,31.93,0.9417,103.01
12-May-08,32.14,0.9467,103.83
13-May-08,32.25,0.942,104.41
14-May-08,32.45,0.9348,105.2
15-May-08,32.37,0.9415,104.61
16-May-08,32.26,0.954,103.86
19-May-08,32.21,0.9532,104.55
20-May-08,31.98,0.9599,103.66
21-May-08,31.84,0.9644,103.34
22-May-08,31.87,0.9552,104.03
23-May-08,32.03,0.9608,103.22
26-May-08, , , 
27-May-08,32.19,0.9588,103.98
28-May-08,32.28,0.9616,104.69
29-May-08,32.48,0.9545,105.52
30-May-08,32.3,0.9551,105.46
2-Jun-08,32.54,0.9548,104.41
3-Jun-08,32.61,0.9545,105.29
4-Jun-08,32.7,0.9605,104.99
5-Jun-08,32.89,0.9567,106
6-Jun-08,33.15,0.9603,105.33
9-Jun-08,33.23,0.9523,106.06
10-Jun-08,32.99,0.9448,107.19
11-Jun-08,33.08,0.9487,106.77
12-Jun-08,33.09,0.9342,107.94
13-Jun-08,33.13,0.939,107.92
16-Jun-08,33.24,0.9404,108.19
17-Jun-08,33.15,0.9428,108.03
18-Jun-08,33.26,0.9441,108.05
19-Jun-08,33.41,0.9499,107.95
20-Jun-08,33.3,0.954,107.42
23-Jun-08,33.43,0.9507,107.89
24-Jun-08,33.5,0.9573,107.76
25-Jun-08,33.57,0.954,108.29
26-Jun-08,33.53,0.9573,107.29
27-Jun-08,33.51,0.961,106.28
30-Jun-08,33.37,0.9562,106.17
1-Jul-08,33.4,0.9535,105.73
2-Jul-08,33.36,0.9634,105.87
3-Jul-08,33.34,0.9604,106.79
4-Jul-08, , , 
7-Jul-08,33.62,0.9531,107.55
8-Jul-08,33.66,0.9533,107.35
9-Jul-08,33.6,0.9585,107.12
10-Jul-08,33.66,0.9621,107.03
11-Jul-08,33.6,0.9674,106.14
14-Jul-08,33.65,0.9721,106.18
15-Jul-08,33.43,0.9797,104.78
16-Jul-08,33.45,0.9761,104.64
17-Jul-08,33.43,0.975,105.82
18-Jul-08,33.32,0.9728,106.75
21-Jul-08,33.33,0.9749,106.74
22-Jul-08,33.35,0.9715,107.11
23-Jul-08,33.41,0.9636,107.68
24-Jul-08,33.43,0.957,107.62
25-Jul-08,33.43,0.9562,107.89
28-Jul-08,33.46,0.9571,107.49
29-Jul-08,33.45,0.9508,108.19
30-Jul-08,33.49,0.9434,108.17
31-Jul-08,33.48,0.9415,108.1
1-Aug-08,33.53,0.9317,107.59
4-Aug-08,33.48,0.9299,108.23
5-Aug-08,33.58,0.9157,108.2
6-Aug-08,33.58,0.9078,109.39
7-Aug-08,33.55,0.9079,109.44
8-Aug-08,33.64,0.8915,110.09
11-Aug-08,33.69,0.8869,110.08
12-Aug-08,33.62,0.8757,109.78
13-Aug-08,33.63,0.8675,108.71
14-Aug-08,33.68,0.8709,109.75
15-Aug-08,33.8,0.8676,110.48
18-Aug-08,33.81,0.8712,110.07
19-Aug-08,34.07,0.871,109.68
20-Aug-08,34.13,0.8712,109.98
21-Aug-08,33.9,0.8785,108.35
22-Aug-08,33.92,0.8689,109.88
25-Aug-08,34.1,0.8676,109.11
26-Aug-08,34.23,0.8561,109.83
27-Aug-08,34.01,0.8553,109.72
28-Aug-08,34.06,0.8618,109.56
29-Aug-08,34.2,0.8563,108.69
1-Sep-08, , , 
2-Sep-08,34.35,0.836,108.85
3-Sep-08,34.42,0.8352,108.18
4-Sep-08,34.43,0.8298,107.76
5-Sep-08,34.56,0.8107,106.96
8-Sep-08,34.51,0.8151,107.91
9-Sep-08,34.47,0.8081,107.1
10-Sep-08,34.59,0.8036,107.86
11-Sep-08,34.74,0.7978,106.66
12-Sep-08,34.62,0.817,107.51
15-Sep-08,34.56,0.808,105.67
16-Sep-08,34.23,0.7939,105.11
17-Sep-08,34.28,0.7831,104.71
18-Sep-08,34.07,0.7989,104.85
19-Sep-08,34.08,0.8288,107.18
22-Sep-08,33.88,0.8441,106.35
23-Sep-08,33.75,0.8385,105.8
24-Sep-08,33.94,0.8366,106.03
25-Sep-08,33.9,0.836,106.48
26-Sep-08,33.85,0.8292,106.06
29-Sep-08,33.96,0.8125,105.1
30-Sep-08,33.81,0.7904,105.94
1-Oct-08,33.98,0.7937,106.06
2-Oct-08,34.07,0.777,105.3
3-Oct-08,34.13,0.775,105.76
6-Oct-08,34.41,0.7139,101.26
7-Oct-08,34.51,0.7216,102.3
8-Oct-08,34.32,0.669,99.73
9-Oct-08,34.26,0.7015,100.67
10-Oct-08,34.34,0.6531,99.44
13-Oct-08, , , 
14-Oct-08,34,0.7054,102.17
15-Oct-08,34.08,0.6833,101.47
16-Oct-08,34.21,0.6708,100.46
17-Oct-08,34.23,0.6907,101.4
20-Oct-08,34.29,0.6969,101.74
21-Oct-08,34.33,0.6813,100.43
22-Oct-08,34.54,0.6698,98.63
23-Oct-08,34.6,0.6657,97.6
24-Oct-08,34.6,0.6165,92.64
27-Oct-08,34.79,0.6073,93.28
28-Oct-08,34.87,0.6252,95.68
29-Oct-08,34.85,0.6683,97.48
30-Oct-08,34.8,0.6695,97.47
31-Oct-08,35.05,0.6574,98.28
3-Nov-08,34.92,0.6823,98.95
4-Nov-08,34.9,0.7005,100.48
5-Nov-08,34.98,0.6972,98.95
6-Nov-08,34.98,0.679,98.04
7-Nov-08,34.92,0.6726,98.15
10-Nov-08,34.83,0.6755,97.96
11-Nov-08, , , 
12-Nov-08,34.91,0.6449,95.54
13-Nov-08,34.98,0.6402,95.95
14-Nov-08,34.92,0.6627,96.66
17-Nov-08,34.93,0.6562,97.03
18-Nov-08,35,0.6575,97.38
19-Nov-08,34.95,0.6501,96.75
20-Nov-08,35.12,0.6191,94.98
21-Nov-08,35.2,0.6254,95.42
